v025,state,id,variable,mean,lci,uci
1,assam,S85,nfhs3s_urban,2.2012578616352205,1.1683670493109126,3.2341486739595275
1,assam,S92,nfhs3s_urban,41.2639405204461,36.732679654240904,45.7952013866513
1,assam,S07,nfhs3s_urban,93.16217262288737,90.33351849326668,95.99082675250806
1,assam,S08,nfhs3s_urban,69.44910334150433,58.8463488345306,80.05185784847805
1,assam,S09,nfhs3s_urban,34.78260869565217,29.467515783811876,40.09770160749247
1,assam,S10,nfhs3s_urban,59.83290488431876,52.64401400958375,67.02179575905377
1,assam,S12,nfhs3s_urban,10.163934426229508,7.620462157708073,12.707406694750942
1,bihar,S86,nfhs3s_urban,17.65417170495768,15.03961072148588,20.26873268842948
1,bihar,S88,nfhs3s_urban,29.262394195888756,25.576668963232045,32.94811942854547
1,bihar,S14,nfhs3s_urban,92.29098805646035,89.65616207276922,94.9258140401515
1,bihar,S16,nfhs3s_urban,72.20412595005428,67.27808035170916,77.13017154839939
1,bihar,S20,nfhs3s_urban,19.04761904761905,13.276181673992305,24.819056421245794
1,bihar,S20_rev,nfhs3s_urban,80.95238095238096,75.18094357875422,86.7238183260077
1,bihar,S128,nfhs3s_urban,0.3257328990228013,-0.035604082537324,0.6870698805829266
1,bihar,S130,nfhs3s_urban,0.10857763300760041,-0.10419101549872867,0.32134628151392947
1,bihar,S15,nfhs3s_urban,95.3560371517028,92.26375482394057,98.44831947946501
1,bihar,S17,nfhs3s_urban,78.328173374613,72.26907149992753,84.38727524929848
1,bihar,S87,nfhs3s_urban,21.103896103896105,16.65676271778654,25.55102949000567
1,bihar,S89,nfhs3s_urban,17.20779220779221,12.256050090717299,22.159534324867117
1,bihar,S129,nfhs3s_urban,30.959752321981426,24.833197357665846,37.08630728629701
1,bihar,S131,nfhs3s_urban,30.340557275541798,24.589079466464437,36.092035084619155
1,bihar,S81,nfhs3s_urban,27.39130434782609,20.61182295743541,34.17078573821677
1,bihar,S82,nfhs3s_urban,15.217391304347828,10.428699659549418,20.006082949146236
1,bihar,S83,nfhs3s_urban,11.304347826086957,5.926741263122538,16.681954389051377
1,bihar,S84,nfhs3s_urban,23.91304347826087,17.04959030254739,30.77649665397435
1,bihar,S85,nfhs3s_urban,1.3043478260869565,-0.1583309324017429,2.7670265845756563
1,bihar,S92,nfhs3s_urban,44.97607655502393,37.84391852422446,52.108234585823396
1,bihar,S07,nfhs3s_urban,99.17986425339366,97.86639386827613,100.49333463851117
1,bihar,S08,nfhs3s_urban,96.83257918552034,92.19217816919529,101.4729802018454
1,bihar,S09,nfhs3s_urban,70.80622347949081,63.79161949256312,77.8208274664185
1,bihar,S10,nfhs3s_urban,88.80516684607105,84.51914484912727,93.09118884301483
1,bihar,S12,nfhs3s_urban,11.32502831257078,8.123358258401584,14.526698366739977
1,chhattisgarh,S86,nfhs3s_urban,28.455941794664515,23.889508297030414,33.02237529229861
1,chhattisgarh,S88,nfhs3s_urban,17.865804365400162,12.956091525075363,22.77551720572496
1,chhattisgarh,S14,nfhs3s_urban,74.27745664739885,67.09412618127173,81.46078711352595
1,chhattisgarh,S16,nfhs3s_urban,36.41618497109826,27.65946209924915,45.17290784294738
1,chhattisgarh,S20,nfhs3s_urban,22.633744855967073,16.207271855054834,29.060217856879316
1,chhattisgarh,S20_rev,nfhs3s_urban,77.36625514403292,70.93978214312067,83.79272814494516
1,chhattisgarh,S128,nfhs3s_urban,21.40274765003615,15.684653869053843,27.120841431018462
1,chhattisgarh,S130,nfhs3s_urban,1.1569052783803326,0.04763551603184368,2.2661750407288217
1,chhattisgarh,S15,nfhs3s_urban,89.04382470119522,84.98621864212976,93.10143076026068
1,chhattisgarh,S17,nfhs3s_urban,47.211155378486055,37.58402671815404,56.83828403881805
1,chhattisgarh,S87,nfhs3s_urban,27.1523178807947,21.931029728085843,32.37360603350356
1,chhattisgarh,S89,nfhs3s_urban,14.348785871964681,8.78108381128493,19.916487932644433
1,chhattisgarh,S129,nfhs3s_urban,61.75298804780876,55.38787746026873,68.1180986353488
1,chhattisgarh,S131,nfhs3s_urban,31.47410358565737,25.57577607916304,37.3724310921517
1,chhattisgarh,S81,nfhs3s_urban,35.35353535353535,27.463041668481285,43.24402903858941
1,chhattisgarh,S82,nfhs3s_urban,13.13131313131313,9.755637472421036,16.506988790205224
1,chhattisgarh,S83,nfhs3s_urban,14.898989898989898,9.7767432536804,20.021236544299395
1,chhattisgarh,S84,nfhs3s_urban,29.292929292929294,22.011065680199252,36.574792905659336
1,chhattisgarh,S85,nfhs3s_urban,3.787878787878787,1.6681662853539811,5.907591290403594
1,chhattisgarh,S92,nfhs3s_urban,54.57317073170732,45.91733316933022,63.22900829408442
1,chhattisgarh,S07,nfhs3s_urban,86.49306856500563,81.63166591834558,91.35447121166568
1,chhattisgarh,S08,nfhs3s_urban,84.40658929239984,76.14076917383059,92.67240941096911
1,chhattisgarh,S09,nfhs3s_urban,49.559182142187204,38.24068681998338,60.87767746439102
1,chhattisgarh,S10,nfhs3s_urban,42.27156276686593,29.771467699950204,54.77165783378165
1,chhattisgarh,S12,nfhs3s_urban,7.964601769911504,3.530090141605882,12.399113398217127
1,delhi,S86,nfhs3s_urban,14.453892026495785,11.959243225345912,16.948540827645658
1,delhi,S88,nfhs3s_urban,27.2573836532017,23.86934369119411,30.64542361520929
1,delhi,S14,nfhs3s_urban,77.8935248817789,73.99756116823708,81.78948859532073
1,delhi,S16,nfhs3s_urban,54.59396667868928,48.556868825357675,60.631064532020886
1,delhi,S20,nfhs3s_urban,22.986323558001676,18.722186995707112,27.25046012029624
1,delhi,S20_rev,nfhs3s_urban,77.01367644199831,72.74953987970375,81.27781300429288
1,delhi,S128,nfhs3s_urban,2.9118317157922244,1.9879019388503907,3.8357614927340578
1,delhi,S130,nfhs3s_urban,0.30417123533677604,0.07132030982768671,0.5370221608458653
1,delhi,S15,nfhs3s_urban,90.30098407448534,87.68919199079603,92.91277615817464
1,delhi,S17,nfhs3s_urban,56.681225381509016,50.502293404709505,62.86015735830852
1,delhi,S87,nfhs3s_urban,15.111252627929469,12.362905093240766,17.85960016261817
1,delhi,S89,nfhs3s_urban,17.878584904547406,14.669616080605019,21.087553728489794
1,delhi,S129,nfhs3s_urban,39.62729135917432,35.32851840910162,43.92606430924702
1,delhi,S131,nfhs3s_urban,32.73152571503748,29.606672017606332,35.85637941246863
1,delhi,S81,nfhs3s_urban,40.802023427001075,36.53609121178306,45.06795564221909
1,delhi,S82,nfhs3s_urban,15.353450886465131,11.379537980206628,19.327363792723634
1,delhi,S83,nfhs3s_urban,20.123033700171803,16.2441479686922,24.001919431651405
1,delhi,S84,nfhs3s_urban,26.470760345482685,21.874860791506915,31.06665989945846
1,delhi,S85,nfhs3s_urban,3.6370369481277907,2.0183187673929304,5.255755128862651
1,delhi,S92,nfhs3s_urban,56.35424425157903,51.64971184293978,61.058776660218285
1,delhi,S07,nfhs3s_urban,99.37748268111693,98.87408936422756,99.88087599800629
1,delhi,S08,nfhs3s_urban,99.95390338556338,99.86354537769981,100.04426139342695
1,delhi,S09,nfhs3s_urban,67.03304648306879,60.84866454778029,73.2174284183573
1,delhi,S10,nfhs3s_urban,82.50174656901238,77.70461904848064,87.29887408954411
1,delhi,S12,nfhs3s_urban,14.515523276909438,11.83167224441506,17.199374309403815
1,goa,S86,nfhs3s_urban,19.50310559006211,15.688833432380061,23.317377747744157
1,goa,S88,nfhs3s_urban,23.85093167701863,19.407764666834197,28.294098687203068
1,goa,S14,nfhs3s_urban,79.72972972972973,72.50163203257259,86.95782742688685
1,goa,S16,nfhs3s_urban,54.729729729729726,44.7399984019402,64.71946105751924
1,goa,S20,nfhs3s_urban,19.148936170212767,12.248818865570934,26.0490534748546
1,goa,S20_rev,nfhs3s_urban,80.85106382978724,73.95094652514541,87.75118113442907
1,goa,S128,nfhs3s_urban,5.2987598647125145,3.0086587532784512,7.588860976146577
1,goa,S130,nfhs3s_urban,0.2254791431792559,-0.07974973665478727,0.5307080230132991
1,goa,S15,nfhs3s_urban,86.3095238095238,80.10074540077684,92.51830221827075
1,goa,S17,nfhs3s_urban,54.62686567164179,41.48670916547734,67.76702217780624
1,goa,S87,nfhs3s_urban,19.661016949152543,13.870227151915959,25.451806746389128
1,goa,S89,nfhs3s_urban,12.203389830508476,7.5090947233254655,16.897684937691487
1,goa,S129,nfhs3s_urban,48.21428571428571,41.987000084915984,54.44157134365544
1,goa,S131,nfhs3s_urban,34.523809523809526,27.417649213190714,41.62996983442833
1,goa,S81,nfhs3s_urban,27.306273062730625,20.13317775832675,34.4793683671345
1,goa,S82,nfhs3s_urban,12.177121771217712,6.843329027975242,17.510914514460183
1,goa,S83,nfhs3s_urban,15.129151291512915,9.581109773389466,20.677192809636367
1,goa,S84,nfhs3s_urban,24.354243542435423,18.031215521696748,30.677271563174102
1,goa,S85,nfhs3s_urban,2.214022140221402,0.328725649154624,4.09931863128818
1,goa,S92,nfhs3s_urban,56.779661016949156,49.15652318368586,64.40279885021245
1,goa,S07,nfhs3s_urban,95.7305034550839,92.33317365580251,99.1278332543653
1,goa,S08,nfhs3s_urban,99.30898321816387,98.63318231855197,99.98478411777577
1,goa,S09,nfhs3s_urban,74.68479604449938,67.48524146992708,81.88435061907168
1,goa,S10,nfhs3s_urban,78.031212484994,67.65197193079007,88.41045303919795
1,goa,S12,nfhs3s_urban,9.798994974874372,6.787268120584019,12.810721829164725
1,gujarat,S86,nfhs3s_urban,31.045241809672387,27.079175445654403,35.01130817369037
1,gujarat,S88,nfhs3s_urban,17.628705148205928,14.535753511542715,20.72165678486914
1,gujarat,S14,nfhs3s_urban,66.66666666666666,59.05361113899558,74.27972219433775
1,gujarat,S16,nfhs3s_urban,30.983847283406753,23.162084497173385,38.80561006964012
1,gujarat,S20,nfhs3s_urban,21.399176954732514,17.370918487322516,25.42743542214251
1,gujarat,S20_rev,nfhs3s_urban,78.6008230452675,74.5725645778575,82.62908151267749
1,gujarat,S128,nfhs3s_urban,7.782672540381791,5.236055210443006,10.329289870320576
1,gujarat,S130,nfhs3s_urban,0.36710719530102787,0.0175700418429639,0.7166443487590919
1,gujarat,S15,nfhs3s_urban,90.20715630885124,86.72759249745185,93.68672012025061
1,gujarat,S17,nfhs3s_urban,47.92452830188679,38.16684284642054,57.682213757353026
1,gujarat,S87,nfhs3s_urban,30.401529636711278,25.11685912968149,35.68620014374106
1,gujarat,S89,nfhs3s_urban,13.193116634799235,9.976275467582878,16.40995780201559
1,gujarat,S129,nfhs3s_urban,55.74387947269304,49.985730349473044,61.502028595913025
1,gujarat,S131,nfhs3s_urban,21.657250470809792,16.573454663983327,26.74104627763626
1,gujarat,S81,nfhs3s_urban,33.90557939914164,28.959786694103734,38.85137210417953
1,gujarat,S82,nfhs3s_urban,21.030042918454935,15.157950033347722,26.90213580356215
1,gujarat,S83,nfhs3s_urban,14.163090128755366,10.575555895378457,17.75062436213227
1,gujarat,S84,nfhs3s_urban,30.90128755364807,26.296341980429233,35.50623312686691
1,gujarat,S85,nfhs3s_urban,1.7167381974248928,0.6133387343506628,2.8201376604991224
1,gujarat,S92,nfhs3s_urban,62.32558139534884,56.174624273515306,68.47653851718238
1,gujarat,S07,nfhs3s_urban,96.10701107011069,93.36641713534452,98.84760500487685
1,gujarat,S08,nfhs3s_urban,98.54243542435424,97.37669367959467,99.7081771691138
1,gujarat,S09,nfhs3s_urban,55.29520295202952,46.198242006438626,64.3921638976204
1,gujarat,S10,nfhs3s_urban,64.34859154929578,54.64441226464602,74.05277083394553
1,gujarat,S12,nfhs3s_urban,11.369740376007162,6.343459601405815,16.396021150608508
1,haryana,S86,nfhs3s_urban,28.06584362139918,24.01890138982977,32.112785852968585
1,haryana,S88,nfhs3s_urban,16.872427983539097,13.016199787686883,20.728656179391308
1,haryana,S14,nfhs3s_urban,73.26578332034293,65.74894644100506,80.7826201996808
1,haryana,S16,nfhs3s_urban,37.10054559625877,28.329157126756954,45.87193406576058
1,haryana,S20,nfhs3s_urban,20.33898305084746,16.34244291708988,24.335523184605037
1,haryana,S20_rev,nfhs3s_urban,79.66101694915254,75.66447681539496,83.65755708291012
1,haryana,S128,nfhs3s_urban,12.392829306313327,7.98020586719306,16.805452745433595
1,haryana,S130,nfhs3s_urban,1.0911925175370225,0.4386717525385651,1.74371328253548
1,haryana,S15,nfhs3s_urban,89.32461873638346,84.94801035838925,93.70122711437764
1,haryana,S17,nfhs3s_urban,46.62309368191722,37.779843248497706,55.46634411533672
1,haryana,S87,nfhs3s_urban,29.867256637168143,24.621181445962048,35.11333182837424
1,haryana,S89,nfhs3s_urban,13.716814159292035,9.8063929053505,17.62723541323357
1,haryana,S129,nfhs3s_urban,63.834422657952075,58.63152997925736,69.03731533664678
1,haryana,S131,nfhs3s_urban,45.09803921568628,38.5357995813502,51.66027885002236
1,haryana,S81,nfhs3s_urban,38.68421052631579,32.71652657476828,44.651894477863294
1,haryana,S82,nfhs3s_urban,17.36842105263158,12.884961698727246,21.85188040653591
1,haryana,S83,nfhs3s_urban,15.263157894736842,10.935183538048609,19.591132251425076
1,haryana,S84,nfhs3s_urban,31.57894736842105,26.166689518087182,36.99120521875492
1,haryana,S85,nfhs3s_urban,1.5789473684210527,0.21627050109564588,2.9416242357464597
1,haryana,S92,nfhs3s_urban,66.66666666666667,56.72714986276108,76.60618347057226
1,haryana,S07,nfhs3s_urban,92.82296650717704,89.06198697742094,96.58394603693313
1,haryana,S08,nfhs3s_urban,94.59122113584357,89.54248000281679,99.63996226887033
1,haryana,S09,nfhs3s_urban,54.21260661535261,43.95672615180967,64.46848707889555
1,haryana,S10,nfhs3s_urban,50.76142131979696,39.4554654523949,62.06737718719902
1,haryana,S12,nfhs3s_urban,12.25130890052356,4.393783327866885,20.108834473180234
1,himachal pradesh,S86,nfhs3s_urban,18.91891891891892,13.233433155790946,24.604404682046894
1,himachal pradesh,S88,nfhs3s_urban,11.26126126126126,6.604173265975999,15.918349256546524
1,himachal pradesh,S14,nfhs3s_urban,64.57142857142857,55.56362391975285,73.5792332231043
1,himachal pradesh,S16,nfhs3s_urban,28.38095238095238,19.549579800995343,37.21232496090941
1,himachal pradesh,S20,nfhs3s_urban,18.867924528301884,10.479636450852242,27.25621260575153
1,himachal pradesh,S20_rev,nfhs3s_urban,81.1320754716981,72.74378739424846,89.52036354914775
1,himachal pradesh,S128,nfhs3s_urban,29.142857142857142,21.259069031989323,37.026645253724965
1,himachal pradesh,S130,nfhs3s_urban,31.428571428571427,23.66010459011168,39.197038267031175
1,himachal pradesh,S15,nfhs3s_urban,81.1320754716981,76.38824773297206,85.87590321042416
1,himachal pradesh,S17,nfhs3s_urban,33.17307692307693,24.244052196934568,42.102101649219286
1,himachal pradesh,S87,nfhs3s_urban,17.96116504854369,14.35955096316683,21.562779133920547
1,himachal pradesh,S89,nfhs3s_urban,7.281553398058254,4.250501104704857,10.31260569141165
1,himachal pradesh,S129,nfhs3s_urban,65.56603773584906,58.44590830679978,72.68616716489834
1,himachal pradesh,S131,nfhs3s_urban,53.77358490566038,44.391696169795864,63.15547364152489
1,himachal pradesh,S81,nfhs3s_urban,41.013824884792626,30.882160206320496,51.14548956326475
1,himachal pradesh,S82,nfhs3s_urban,8.755760368663594,4.9488549615706745,12.562665775756512
1,himachal pradesh,S83,nfhs3s_urban,21.19815668202765,14.717171367953943,27.679141996101354
1,himachal pradesh,S84,nfhs3s_urban,21.658986175115206,15.793346185227868,27.524626165002548
1,himachal pradesh,S85,nfhs3s_urban,4.6082949308755765,1.9128375695321533,7.303752292218999
1,himachal pradesh,S92,nfhs3s_urban,58.70646766169154,50.936335998899594,66.47659932448349
1,himachal pradesh,S07,nfhs3s_urban,92.80230326295586,84.19417640501067,101.41043012090107
1,himachal pradesh,S08,nfhs3s_urban,97.74472168905952,95.8842945499534,99.60514882816562
1,himachal pradesh,S09,nfhs3s_urban,57.61194029850747,48.79223894343817,66.43164165357676
1,himachal pradesh,S10,nfhs3s_urban,67.85714285714285,56.05783355877286,79.65645215551284
1,himachal pradesh,S12,nfhs3s_urban,11.965811965811968,7.804576283311857,16.12704764831208
1,jammu and kashmir,S86,nfhs3s_urban,21.86657038774446,19.212891570423153,24.520249205065767
1,jammu and kashmir,S88,nfhs3s_urban,26.129216013301182,22.5221296993984,29.736302327203965
1,jammu and kashmir,S14,nfhs3s_urban,67.57495041224605,62.23933839197275,72.91056243251934
1,jammu and kashmir,S16,nfhs3s_urban,35.581227995453936,29.581811710136556,41.58064428077131
1,jammu and kashmir,S20,nfhs3s_urban,18.701788505677342,14.496832784953833,22.90674422640085
1,jammu and kashmir,S20_rev,nfhs3s_urban,81.29821149432264,77.09325577359914,85.50316721504616
1,jammu and kashmir,S128,nfhs3s_urban,1.6631502499658204,0.883321446873489,2.4429790530581514
1,jammu and kashmir,S130,nfhs3s_urban,1.278439349348722,0.5650236832601955,1.9918550154372487
1,jammu and kashmir,S15,nfhs3s_urban,81.53754558352833,77.39076432575999,85.68432684129667
1,jammu and kashmir,S17,nfhs3s_urban,48.22989000404995,42.196450581540084,54.26332942655981
1,jammu and kashmir,S87,nfhs3s_urban,22.313205576255335,19.421788002196784,25.204623150313882
1,jammu and kashmir,S89,nfhs3s_urban,20.948787270288655,17.845449880087486,24.052124660489824
1,jammu and kashmir,S129,nfhs3s_urban,38.721285831905135,35.18336481139839,42.25920685241187
1,jammu and kashmir,S131,nfhs3s_urban,43.13324453679719,39.239761054632766,47.02672801896162
1,jammu and kashmir,S81,nfhs3s_urban,36.27194739814885,31.350442256708728,41.193452539588975
1,jammu and kashmir,S82,nfhs3s_urban,10.692645106907825,8.253175364460862,13.132114849354787
1,jammu and kashmir,S83,nfhs3s_urban,14.450069366349966,11.12746079486464,17.77267793783529
1,jammu and kashmir,S84,nfhs3s_urban,27.90050181468724,23.378022785122845,32.42298084425164
1,jammu and kashmir,S85,nfhs3s_urban,1.9720394019820298,0.6646901331989908,3.2793886707650683
1,jammu and kashmir,S92,nfhs3s_urban,67.15880994697868,62.53186402627718,71.7857558676802
1,jammu and kashmir,S07,nfhs3s_urban,95.33721901542181,92.55900279954044,98.11543523130317
1,jammu and kashmir,S08,nfhs3s_urban,99.68782632224249,99.37252160703612,100.00313103744887
1,jammu and kashmir,S09,nfhs3s_urban,52.87905807471607,45.12778146205768,60.63033468737444
1,jammu and kashmir,S10,nfhs3s_urban,61.08060704341346,53.789767701469174,68.37144638535774
1,jammu and kashmir,S12,nfhs3s_urban,7.630100635121647,4.23639739480194,11.023803875441356
1,jharkhand,S86,nfhs3s_urban,11.302475780409042,8.50209463916642,14.10285692165166
1,jharkhand,S88,nfhs3s_urban,14.531754574811623,11.647130876526484,17.41637827309676
1,jharkhand,S14,nfhs3s_urban,98.25282631038027,97.13765257768785,99.3680000430727
1,jharkhand,S16,nfhs3s_urban,38.43782117163413,32.25275175491499,44.62289058835326
1,jharkhand,S20,nfhs3s_urban,19.672131147540984,12.631728306125673,26.712533988956295
1,jharkhand,S20_rev,nfhs3s_urban,80.32786885245902,73.2874660110437,87.36827169387433
1,jharkhand,S128,nfhs3s_urban,55.292908530318606,48.773738431715785,61.81207862892143
1,jharkhand,S130,nfhs3s_urban,0.7194244604316548,0.24648161385725248,1.192367307006057
1,jharkhand,S15,nfhs3s_urban,95.39877300613497,92.69754421287892,98.10000179939102
1,jharkhand,S17,nfhs3s_urban,36.809815950920246,28.67702634311454,44.942605558725944
1,jharkhand,S87,nfhs3s_urban,8.411214953271028,5.970311689022605,10.85211821751945
1,jharkhand,S89,nfhs3s_urban,15.57632398753894,11.846255046506423,19.306392928571455
1,jharkhand,S129,nfhs3s_urban,81.59509202453988,77.11122560116821,86.07895844791155
1,jharkhand,S131,nfhs3s_urban,43.25153374233129,38.19097821297483,48.31208927168775
1,jharkhand,S81,nfhs3s_urban,29.49852507374632,21.871839980800356,37.12521016669228
1,jharkhand,S82,nfhs3s_urban,8.554572271386432,5.375331852186246,11.733812690586618
1,jharkhand,S83,nfhs3s_urban,12.97935103244838,7.276083328241138,18.68261873665562
1,jharkhand,S84,nfhs3s_urban,15.04424778761062,9.752668774989928,20.335826800231313
1,jharkhand,S85,nfhs3s_urban,6.194690265486726,3.1993724100662737,9.190008120907178
1,jharkhand,S92,nfhs3s_urban,34.876543209876544,29.547483877867087,40.205602541886
1,jharkhand,S07,nfhs3s_urban,99.4723687864482,98.8362777210308,100.10845985186563
1,jharkhand,S08,nfhs3s_urban,94.97361843932242,91.988120584248,97.95911629439684
1,jharkhand,S09,nfhs3s_urban,81.97722854762566,78.11223112480384,85.84222597044747
1,jharkhand,S10,nfhs3s_urban,89.24455825864275,82.88279233423839,95.60632418304714
1,jharkhand,S12,nfhs3s_urban,3.443708609271523,1.9145078801116002,4.972909338431446
1,karnataka,S86,nfhs3s_urban,27.86885245901639,21.756588401087924,33.98111651694485
1,karnataka,S88,nfhs3s_urban,17.56440281030445,11.53271922397602,23.596086396632877
1,karnataka,S14,nfhs3s_urban,84.12017167381974,78.17767216107121,90.06267118656827
1,karnataka,S16,nfhs3s_urban,29.399141630901287,19.855254999922295,38.94302826188028
1,karnataka,S20,nfhs3s_urban,18.29268292682927,8.686355255953657,27.899010597704876
1,karnataka,S20_rev,nfhs3s_urban,81.70731707317074,72.10098940229513,91.31364474404636
1,karnataka,S128,nfhs3s_urban,43.776824034334766,35.93028816793253,51.623359900737
1,karnataka,S130,nfhs3s_urban,7.526881720430108,3.5964092101346647,11.45735423072555
