state,id,variable,mean,lci,uci
andhra pradesh,S86,nfhs3s_total,28.392044184793725,26.053412501009216,30.730675868578235
andhra pradesh,S88,nfhs3s_total,20.859129919663673,18.211642997967285,23.506616841360056
andhra pradesh,S14,nfhs3s_total,69.37101386380762,66.55704860719457,72.18497912042066
andhra pradesh,S16,nfhs3s_total,31.860584620045852,28.593987245789314,35.12718199430239
andhra pradesh,S20,nfhs3s_total,29.336885932242446,26.411264605829228,32.26250725865567
andhra pradesh,S20_rev,nfhs3s_total,70.66311406775755,67.73749274134433,73.58873539417077
andhra pradesh,S128,nfhs3s_total,2.788811382839328,1.926404261866576,3.65121850381208
andhra pradesh,S130,nfhs3s_total,0.052856270271876775,0.006091327695020507,0.09962121284873304
andhra pradesh,S15,nfhs3s_total,83.76450316820488,81.89683383083535,85.63217250557442
andhra pradesh,S17,nfhs3s_total,38.68118177480756,35.06553470400312,42.296828845612
andhra pradesh,S87,nfhs3s_total,26.676858627710832,24.734298103719027,28.619419151702637
andhra pradesh,S89,nfhs3s_total,14.679571652757955,12.96253940838285,16.396603897133062
andhra pradesh,S129,nfhs3s_total,40.97619445283474,38.396366190060874,43.55602271560861
andhra pradesh,S131,nfhs3s_total,41.42665827854227,39.11887121520304,43.734445341881504
andhra pradesh,S81,nfhs3s_total,30.80154157295596,27.780720218109927,33.82236292780199
andhra pradesh,S82,nfhs3s_total,22.19851102751211,19.81065239583088,24.58636965919335
andhra pradesh,S83,nfhs3s_total,10.844780012559166,8.716054416719432,12.9735056083989
andhra pradesh,S84,nfhs3s_total,29.7605578384507,26.229569880760295,33.29154579614111
andhra pradesh,S85,nfhs3s_total,3.5041319267765636,2.2639673650362804,4.744296488516847
andhra pradesh,S92,nfhs3s_total,64.46916171979491,60.557927475641094,68.38039596394873
andhra pradesh,S07,nfhs3s_total,90.11689615869327,88.26965924332944,91.96413307405707
andhra pradesh,S08,nfhs3s_total,94.73669796074667,92.51902752714028,96.95436839435305
andhra pradesh,S09,nfhs3s_total,22.923847013960895,18.928377340105484,26.919316687816302
andhra pradesh,S10,nfhs3s_total,31.62914579407029,26.474126551432185,36.784165036708394
andhra pradesh,S12,nfhs3s_total,4.022636433181268,2.0230892520466313,6.022183614315906
arunachal pradesh,S86,nfhs3s_total,42.95310238040725,39.5197572569956,46.3864475038189
arunachal pradesh,S88,nfhs3s_total,5.318552104073563,3.6071839895413524,7.029920218605773
arunachal pradesh,S14,nfhs3s_total,37.117104304043345,31.22108771237741,43.013120895709285
arunachal pradesh,S16,nfhs3s_total,15.152791657041668,10.495825737887785,19.80975757619555
arunachal pradesh,S20,nfhs3s_total,12.807674607538647,9.717806420737993,15.8975427943393
arunachal pradesh,S20_rev,nfhs3s_total,87.19232539246134,84.1024572056607,90.282193579262
arunachal pradesh,S128,nfhs3s_total,11.552959461721146,8.81660938254492,14.289309540897374
arunachal pradesh,S130,nfhs3s_total,9.866760654232436,6.529987498139494,13.20353381032538
arunachal pradesh,S15,nfhs3s_total,68.5211746708161,63.02505565791068,74.01729368372149
arunachal pradesh,S17,nfhs3s_total,31.386129526494333,25.334775603383335,37.43748344960533
arunachal pradesh,S87,nfhs3s_total,38.10011699281104,33.90803537914599,42.292198606476084
arunachal pradesh,S89,nfhs3s_total,5.0679107874329175,3.4013267609981273,6.734494813867707
arunachal pradesh,S129,nfhs3s_total,62.12061687856023,57.72769938710785,66.51353437001262
arunachal pradesh,S131,nfhs3s_total,38.70076096149541,33.24306529192164,44.158456631069186
arunachal pradesh,S81,nfhs3s_total,49.35422337550822,45.90665424157711,52.80179250943934
arunachal pradesh,S82,nfhs3s_total,32.057247511642004,28.855580658173285,35.258914365110726
arunachal pradesh,S83,nfhs3s_total,26.55915975157283,23.402332014511927,29.715987488633733
arunachal pradesh,S84,nfhs3s_total,56.0308141047871,52.34468229480525,59.716945914768935
arunachal pradesh,S85,nfhs3s_total,0.6217953547814751,0.21587636886028416,1.027714340702666
arunachal pradesh,S92,nfhs3s_total,70.22735766661661,66.70246190907373,73.7522534241595
arunachal pradesh,S07,nfhs3s_total,40.88377181217885,32.43016558005628,49.33737804430142
arunachal pradesh,S08,nfhs3s_total,56.4071307921841,50.01041314981853,62.80384843454967
arunachal pradesh,S09,nfhs3s_total,15.667422349419983,10.318526809217918,21.016317889622048
arunachal pradesh,S10,nfhs3s_total,10.524900210262766,5.636499966883743,15.41330045364179
arunachal pradesh,S12,nfhs3s_total,4.712252377491124,2.3574222754211904,7.067082479561057
assam,S86,nfhs3s_total,14.663778064578795,13.174531400900177,16.15302472825741
assam,S88,nfhs3s_total,13.240525370536568,11.65427728063034,14.826773460442796
assam,S14,nfhs3s_total,72.61787491656759,69.38724950188504,75.84850033125012
assam,S16,nfhs3s_total,33.77406385963732,30.119712203949895,37.42841551532475
assam,S20,nfhs3s_total,21.14116611745094,18.363634259907826,23.918697974994053
assam,S20_rev,nfhs3s_total,78.85883388254905,76.08130202500594,81.63636574009216
assam,S128,nfhs3s_total,39.62015168414915,36.74215478411769,42.49814858418062
assam,S130,nfhs3s_total,1.8472826565763076,1.2027112516239822,2.4918540615286333
assam,S15,nfhs3s_total,90.72537093094846,89.286642353634,92.16409950826292
assam,S17,nfhs3s_total,48.463233262235306,45.16072338780929,51.76574313666132
