sdistri,nfhs4d_pc1,nfhs5d_pc1
394,-1.776122036331503,-0.15253069490938004
395,-2.5546444932294707,0.3317840254349802
396,-2.7474555936344243,-1.2562515869335489
397,-3.195061314908384,-1.8176788108798352
398,-2.8505149316147076,-1.5613026670190144
399,-3.0438625909984593,-1.7752136898978663
400,-1.38564382714087,1.0363412665935785
401,-1.5918880538142761,0.4770088541515841
402,-1.6242891024638129,0.8145657845006837
403,-0.4562705384800543,1.4179097458818741
404,-0.35664932346307343,1.4387158501797668
405,0.16485484192470354,1.6222935228530815
406,-0.27641036064210917,1.3207118952478913
407,-1.614833071174617,1.1132670741921946
408,0.46326948500922127,2.1167257008482068
409,0.7647715554903862,2.3595831844339314
410,-0.04792760841788754,1.7439675726829003
411,-0.6552043773567874,1.527345508619882
412,0.9598550948532721,2.493647003230638
413,-0.012610644014376227,2.039086307582659
414,-1.85599253965287,0.24753642905103299
415,-1.8926041655181831,-0.23046543955240156
416,-2.1291321298567096,-0.6058925439426461
417,-0.8331723578568901,-1.2322829377808728
418,-2.9925196122055464,-1.538915943723287
419,-1.2972997088435652,0.12759635374692987
420,-1.5295379538724183,0.6433720004129406
421,0.7107710514773347,2.2902267691467104
422,-1.607883551721408,0.2586505448291761
423,-2.6962865687068183,-0.6800682296725977
424,-3.1770390580135204,-0.21154907734610048
425,-3.2665948688443347,-0.8316939225025376
426,-2.2607502304288825,-0.9674008923864142
427,-1.8543071188591342,0.5562225548963964
428,-2.3492210633063326,-0.8392499295988897
429,-1.2110992588091691,0.5447989439739926
430,-1.7098003482292061,-0.8333732911007027
431,-2.647930159403378,-0.3351889997147566
432,-1.5650066267690206,0.6444029339338017
433,-2.252330102313223,0.008799435485575546
434,-1.830348628008991,0.28746144999253287
435,-0.8820255712433135,0.6711375765153479
436,-1.5713940422205726,-0.1281733163788792
437,-0.6674076019640045,0.5397979578983586
438,-1.4124932345334105,-0.16458892282218018
439,1.9671783330342065,2.875923537562683
440,-1.2691653880158702,1.1107210837750239
441,-2.668480515128345,-0.6095075879182541
442,-2.6134954320958848,-1.648616044277104
443,-2.493187015070669,0.19177057233293943
444,2.0195148655941053,2.9193172692301297
445,-0.9999936207909571,0.5009783313807119
446,-0.8091076817992764,1.2989706889139
447,-0.14858792534828996,1.129754760946989
448,-0.7160851416203005,1.3852220743463939
449,0.05198078528005033,0.9977338426529453
450,-1.6005613884675125,0.26483823934405754
451,1.0094733426747504,0.9874252840114399
452,-0.6960829404895748,1.0604407552947837
453,-3.3291060326525046,-0.6935460576981314
454,-2.439909593976195,0.16993711134314882
455,-0.6653659755691815,1.6360002651257584
456,-1.4477362350014513,0.6386185992262948
457,-0.5557255507035047,1.821770802193584
458,-2.2032834267588783,-0.7452723486099223
459,-2.365052030496699,-0.9039344929184806
460,-2.878979425340814,0.13252144138933428
461,-1.9793348216399227,0.44027103361511566
462,-3.0873956616706604,-0.5494230990583016
463,-3.1153360166678037,-0.2558165376344876
464,-4.113010686172565,-1.6900239392842635
465,-3.443638645606901,-0.8591717199575901
466,-1.4047830615842158,1.0984262808258933
467,-0.5812479134455657,1.1992747025031925
468,-0.669633238027125,1.6063577510769975
469,-1.9111454958176517,-0.5871957309042264
470,-0.7433252721275698,0.7779241044079529
471,0.8416327832606901,1.1718331508931565
472,-0.378699398134396,0.8172802043868597
473,-0.18554505358076054,1.95166530754439
474,2.7616119656477873,2.0678355081815556
475,-0.40647010642544723,1.7695078720961444
476,1.8087506884199562,2.7277736216703365
477,0.6830160319858157,2.0531348045837876
478,1.321676775043948,2.6803078958059317
479,1.1683604362256141,1.9425061178401357
480,1.5728814686805175,1.8220253817679388
481,-0.18353832891220465,1.2628537284899255
482,0.757605686604706,1.526961303954742
483,-0.28519494034486265,0.0786334561782663
484,-0.9160258312267414,0.22937478042324533
485,-2.354345980908073,-1.1755460738035204
486,0.5243265881555044,0.9431503408020925
487,-0.808926029121507,-0.21309085277606474
488,0.8248112383697079,1.5715807645792919
489,-2.4563644566634784,-0.08536662812511112
490,1.8389518169174355,2.644882646600794
491,1.4344482906714227,2.5867511371900167
492,2.516525657329189,2.923487058273792
493,-0.1057870127389905,0.9608222096623132
494,2.529677242223692,3.9784541244242426
495,2.0017590195678667,2.446861418913767
496,0.06430315676713871,1.2937894935381433
497,-2.2214173559147246,-0.1363415853638335
498,-0.9702669490782475,0.5555570818330231
499,-0.001541438913433807,1.4013747140064736
500,-0.1427858331904691,1.7431250781836372
501,1.39219609473486,2.786279790598687
502,0.24425610779674586,1.0682797727140403
503,1.939626895446479,3.009510860779217
504,1.7597789067380762,3.513602960185437
505,2.9874034441834754,4.3316152479745735
506,2.5844100952462963,3.283149997923719
507,1.1761294272824345,2.896012682486608
508,0.04930045111671293,1.7174357310865764
509,0.9450270949742369,3.3482649009103267
510,0.16803070938529727,1.9612437588951708
511,-0.6586844719252264,0.790075689752457
512,-1.21828852113692,0.6772969924195911
513,-1.217560583772659,-0.07082953435851239
514,-1.8446885718569193,0.3865356400002457
515,0.33308463997162346,1.7480563883432463
516,0.9525395037181056,1.4435718884746338
517,1.6808432724170264,2.6995849905144733
518,1.3980900336837085,3.6352825635016477
519,2.608289871633464,4.0216131785550475
520,2.356044575592984,2.313910068941657
521,2.352854492235129,3.138295337185028
522,0.7108447311238917,2.0861557934782455
523,-1.202618761656195,0.43604465146234667
524,-0.09358673638020965,1.8803887227516571
525,-0.3212266071726928,1.4887429175780817
526,0.25658674163661127,0.9779477271482054
527,1.3777024727306364,2.6419155011169635
528,1.2072491806914978,2.5266072058780153
529,1.9741264575954298,2.8655672711471225
530,1.56671507289407,3.0104576599514488
531,1.747069502275514,2.908691560721895
532,-0.6100424619416751,1.6430861386536
533,0.44103168312331126,1.6500783203937357
534,1.1666029318448787,2.6330230799318484
535,0.5264454647342024,1.9676849709934716
536,2.871417917138709,3.908343901370334
537,2.2321794722913664,2.459548006662983
538,-0.1924229686920398,1.3297161316187722
539,0.6665596477639062,2.242747569065269
540,1.0287824665007557,2.1042847836132115
541,0.9980478399270347,2.1654988738101486
542,-0.027048593196181137,1.6869281069313542
543,-0.12954379677413108,0.7690768867314068
544,0.8296522979566586,2.0028178563987735
545,0.9406309406853026,2.3317412859152737
546,1.211503693117714,2.710238703095511
547,1.512171031855173,2.5901030078088105
548,0.9109009069938606,1.8336828988589655
549,-0.014470844485915013,1.5379748630169834
550,0.3563307085489134,2.202105947796428
551,1.6296987010623487,2.297502776362319
552,-0.1150350997879761,1.080103253639456
553,0.5922922503003194,1.3040461492069382
554,0.9442910777961,2.0394160057956077
555,0.3839970328611999,1.5884013183595858
556,-0.796807702724121,0.4465231192021797
557,-0.5762450292514182,0.1576404466488678
558,0.3498609949798505,1.5427758625235817
559,-1.246176158541734,0.36971378304397107
560,-0.6004519885988127,0.3087977452791281
561,-0.1157789675982675,1.0485677446467316
562,1.5574436737796156,2.5746406395736487
563,1.5143866750255262,2.8436127159247957
564,0.5320483744218676,1.6016303419185876
565,-0.5399572555542372,1.337974753661755
566,0.9478906809775235,2.1348192623756845
567,1.362042375025256,2.4080478771157434
568,1.9928294811941378,2.939984379009058
569,2.4739864162594296,3.485888024725833
570,0.9526603162235362,2.822119840478024
571,1.0447224576775564,2.982265288337174
572,3.8627532354843455,4.0377927154214275
573,1.3994248082317169,3.144940575446757
574,1.7013450116094524,3.068859759088337
575,2.740785094148474,4.0520958603229005
576,2.292951211097934,3.5109289240003005
577,1.5205558396499859,2.934715848529463
578,-0.47090663347513273,2.2333557539687527
579,-0.5791839213933159,0.4409501437952301
580,-1.8604003864332046,-0.8479938376768077
581,1.4835807636269778,2.882762628968996
582,0.5905979526190824,2.473386227302267
583,2.1438809710709346,3.471059973401014
584,1.4482262382048854,3.4530965015261197
585,3.5600760836941725,4.611656869784489
586,3.0200663450038987,4.745013902299174
588,3.657466767815985,4.296464829196799
589,3.93695767477201,4.541747721099685
590,3.0163827662239884,3.867910352968188
591,4.243057626278399,5.011384162700684
592,3.269223620637562,3.9647993523332103
593,3.5421480271218595,3.805733760322848
594,4.608493622094722,4.933326284255762
595,5.156972919720624,5.255297686425511
596,3.97358185174934,3.9332128868682426
597,4.800310544337289,5.098794191010724
598,4.533828728945897,5.019184490339587
599,4.420881775342236,4.844987882194541
600,4.429360507197706,5.007800475651659
601,4.10491249343317,4.727980389316893
602,3.0788941332907958,3.4405032336693373
603,4.216912796940604,5.005822024117218
604,3.1126525643925738,3.4026696267138608
605,2.559967944501137,3.118440634757852
606,1.162612251600854,2.561404698529616
607,1.1360522478167492,1.9810865616573563
608,2.1299488997464064,2.5981415329833886
609,2.275483501855408,3.4726268822126
610,2.2982572005559745,3.4160689464955474
611,2.834974919453742,3.828152810710283
612,1.4302566640601162,2.3739208183186467
613,2.115070176907173,2.5964105430544917
614,2.407673831267926,2.922621476650305
615,1.814439717768964,2.350970573218357
616,0.9138733774862194,1.792255121990864
617,1.6384642850121112,2.5480768215521983
618,1.8777307537895869,3.0163649355001816
619,2.0108917479812565,3.1395355547514483
620,1.7670230424451936,3.3250152478868094
621,1.356048106143116,2.0389580505297107
622,1.990066103561642,3.492867381981571
623,2.1947018889071526,3.603812874933819
624,1.3738456893155644,3.3910685484432523
625,1.1921873644782448,2.8752545793053854
626,1.5439317243161903,3.1808770423266943
627,2.1023259033091155,3.7734467808065912
628,2.0177201798329927,3.4598541764483888
629,4.038772952232316,4.7762882669053495
630,1.478880018140519,2.9716006226835585
631,1.5960085140786324,2.967164805444384
632,2.602482102101993,3.7048072420390543
633,2.3188342773012547,3.603513565959164
634,2.6198334411093187,3.2371074844096324
635,3.1108902902675486,4.181098759144915
636,5.131803768363508,5.305030261841047
637,3.11176225617535,3.5770941724345175
638,1.9703930998113564,2.6303575448073975
639,0.35263350787944725,1.9731999450216522
640,2.914520574015625,3.299561592497364
587,3.0624298405945503,4.268605266333874
55,3.44163929726394,3.5209191812336034
