id,v024_label,v024_nfhs3,state,nfhs5s_urban,nfhs5s_rural,nfhs5s_total,nfhs4s_total
S120,jharkhand,jharkhand,Jharkhand,18.8,17.7,18,24.8
S121,jharkhand,jharkhand,Jharkhand,57.4,66.5,64.2,49.7
S122,jharkhand,jharkhand,Jharkhand,79.2,79.8,79.6,45.1
S123,jharkhand,jharkhand,Jharkhand,65.2,43.7,49,35.2
S124,jharkhand,jharkhand,Jharkhand,88.2,70.8,74.9,49.6
S125,jharkhand,jharkhand,Jharkhand,25.3,33.4,31.5,34
S126,jharkhand,jharkhand,Jharkhand,2.1,3.4,3.1,2.8
S127,jharkhand,jharkhand,Jharkhand,0.5,1.5,1.3,2.1
S128,jharkhand,jharkhand,Jharkhand,4.8,9.6,8.4,5.781121701398058
S129,jharkhand,jharkhand,Jharkhand,37.2,51,47.4,48.55405996060809
S130,jharkhand,jharkhand,Jharkhand,2,7.4,6.1,4.134586353323528
S131,jharkhand,jharkhand,Jharkhand,24.6,38.7,35,39.309650753047286
S01,madhya pradesh,madhya pradesh,Madhya Pradesh,80.5,62.6,67.5,64
S02,madhya pradesh,madhya pradesh,Madhya Pradesh,23.9,27.5,26.5,30.3
S03,madhya pradesh,madhya pradesh,Madhya Pradesh,953,976,970,948
S04,madhya pradesh,madhya pradesh,Madhya Pradesh,948,959,956,927
S05,madhya pradesh,madhya pradesh,Madhya Pradesh,95.5,93.7,94.1,81.9
S06,madhya pradesh,madhya pradesh,Madhya Pradesh,85.1,70.5,74.3,NA
S07,madhya pradesh,madhya pradesh,Madhya Pradesh,99.4,98,98.4,90.9
S08,madhya pradesh,madhya pradesh,Madhya Pradesh,97.9,85.7,89,85.2
S09,madhya pradesh,madhya pradesh,Madhya Pradesh,81.2,59.2,65.1,34.8
S10,madhya pradesh,madhya pradesh,Madhya Pradesh,84.3,23.6,40.1,29.6
S11,madhya pradesh,madhya pradesh,Madhya Pradesh,97.5,94.4,95.3,93.2
S12,madhya pradesh,madhya pradesh,Madhya Pradesh,41.4,36.8,38.1,17.7
S13,madhya pradesh,madhya pradesh,Madhya Pradesh,15.2,9,10.5,NA
S14,madhya pradesh,madhya pradesh,Madhya Pradesh,81.5,59.2,65.4,59.426907364279316
S15,madhya pradesh,madhya pradesh,Madhya Pradesh,88.3,78.7,81.3,81.75748167090241
S16,madhya pradesh,madhya pradesh,Madhya Pradesh,49.1,21.7,29.3,23.2
S17,madhya pradesh,madhya pradesh,Madhya Pradesh,53.1,35,39.9,34.3
S18,madhya pradesh,madhya pradesh,Madhya Pradesh,46.5,20.1,26.9,NA
S19,madhya pradesh,madhya pradesh,Madhya Pradesh,72.7,49.3,55.7,NA
S20,madhya pradesh,madhya pradesh,Madhya Pradesh,13,26.6,23.1,32.4
S21,madhya pradesh,madhya pradesh,Madhya Pradesh,15.8,35.1,30.1,31.2
S22,madhya pradesh,madhya pradesh,Madhya Pradesh,1.6,2.1,2,2.3
S23,madhya pradesh,madhya pradesh,Madhya Pradesh,2.5,5.9,5.1,7.3
S24,madhya pradesh,madhya pradesh,Madhya Pradesh,19,43,37,53
S25,madhya pradesh,madhya pradesh,Madhya Pradesh,24,30.4,29,36.9
S26,madhya pradesh,madhya pradesh,Madhya Pradesh,33.9,43.5,41.3,51.2
S27,madhya pradesh,madhya pradesh,Madhya Pradesh,38.2,52.5,49.2,64.6
S28,madhya pradesh,madhya pradesh,Madhya Pradesh,71.4,71.9,71.7,51.4
S29,madhya pradesh,madhya pradesh,Madhya Pradesh,63.8,66.1,65.5,49.6
S30,madhya pradesh,madhya pradesh,Madhya Pradesh,41.5,55.7,51.9,42.2
S31,madhya pradesh,madhya pradesh,Madhya Pradesh,0.8,0.7,0.7,0.5
S32,madhya pradesh,madhya pradesh,Madhya Pradesh,1.4,0.9,1.1,0.5
S33,madhya pradesh,madhya pradesh,Madhya Pradesh,2.6,1.7,1.9,1.3
S34,madhya pradesh,madhya pradesh,Madhya Pradesh,15.8,5.3,8.1,4.9
S35,madhya pradesh,madhya pradesh,Madhya Pradesh,0.6,0.3,0.4,0.1
S36,madhya pradesh,madhya pradesh,Madhya Pradesh,8.4,7.4,7.7,12.1
S37,madhya pradesh,madhya pradesh,Madhya Pradesh,3.9,3.8,3.9,5.7
S38,madhya pradesh,madhya pradesh,Madhya Pradesh,26.9,28.7,28.2,20.4
S39,madhya pradesh,madhya pradesh,Madhya Pradesh,77.2,67.9,69.9,39.3
S40,madhya pradesh,madhya pradesh,Madhya Pradesh,78.4,74.4,75.4,53
S41,madhya pradesh,madhya pradesh,Madhya Pradesh,63.3,55.6,57.5,35.7
S42,madhya pradesh,madhya pradesh,Madhya Pradesh,96.4,94.5,95,89.8
S43,madhya pradesh,madhya pradesh,Madhya Pradesh,58.6,49.1,51.4,23.5
S44,madhya pradesh,madhya pradesh,Madhya Pradesh,36.6,30.3,31.8,9.2
S45,madhya pradesh,madhya pradesh,Madhya Pradesh,94.5,97.4,96.7,92.2
S46,madhya pradesh,madhya pradesh,Madhya Pradesh,87.6,82.2,83.5,54.9
S47,madhya pradesh,madhya pradesh,Madhya Pradesh,1969,1523,1619,1481
S48,madhya pradesh,madhya pradesh,Madhya Pradesh,11.4,9.2,9.4,2.5
S49,madhya pradesh,madhya pradesh,Madhya Pradesh,89,82.3,83.9,NA
S50,madhya pradesh,madhya pradesh,Madhya Pradesh,95.8,89.2,90.7,80.8
S51,madhya pradesh,madhya pradesh,Madhya Pradesh,71.9,82.6,80.2,69.4
S52,madhya pradesh,madhya pradesh,Madhya Pradesh,1.2,2.9,2.5,2.3
S53,madhya pradesh,madhya pradesh,Madhya Pradesh,92.5,88.4,89.3,78
S54,madhya pradesh,madhya pradesh,Madhya Pradesh,23.3,8.8,12.1,8.6
S55,madhya pradesh,madhya pradesh,Madhya Pradesh,51.4,53.2,52.3,40.8
S56,madhya pradesh,madhya pradesh,Madhya Pradesh,15.3,6.5,8.2,5.8
S57,madhya pradesh,madhya pradesh,Madhya Pradesh,76.5,77.3,77.1,53.6
S58,madhya pradesh,madhya pradesh,Madhya Pradesh,83.5,83.2,83.3,76.3
S59,madhya pradesh,madhya pradesh,Madhya Pradesh,95.3,95.4,95.4,91.6
S60,madhya pradesh,madhya pradesh,Madhya Pradesh,81,81.5,81.4,63.6
S61,madhya pradesh,madhya pradesh,Madhya Pradesh,89.3,86.9,87.4,73.4
S62,madhya pradesh,madhya pradesh,Madhya Pradesh,89.1,87.7,88,79.6
S63,madhya pradesh,madhya pradesh,Madhya Pradesh,32.7,35.9,35.2,NA
S64,madhya pradesh,madhya pradesh,Madhya Pradesh,73.5,70.1,70.9,NA
S65,madhya pradesh,madhya pradesh,Madhya Pradesh,86.2,84.7,85,56.3
S66,madhya pradesh,madhya pradesh,Madhya Pradesh,78.4,77.9,78.1,66.2
S67,madhya pradesh,madhya pradesh,Madhya Pradesh,95.1,99.3,98.4,95.7
S68,madhya pradesh,madhya pradesh,Madhya Pradesh,4.4,0.3,1.2,3.7
S69,madhya pradesh,madhya pradesh,Madhya Pradesh,7.2,6.2,6.4,9.5
S70,madhya pradesh,madhya pradesh,Madhya Pradesh,67.6,64.4,65.2,55.2
S71,madhya pradesh,madhya pradesh,Madhya Pradesh,36.9,35.1,35.6,26.6
S72,madhya pradesh,madhya pradesh,Madhya Pradesh,68.6,64.6,65.6,68.2
S73,madhya pradesh,madhya pradesh,Madhya Pradesh,3.2,2.5,2.6,2.1
S74,madhya pradesh,madhya pradesh,Madhya Pradesh,69.6,62.4,64.3,70.9
S75,madhya pradesh,madhya pradesh,Madhya Pradesh,36.2,42.8,41.3,34.4
S76,madhya pradesh,madhya pradesh,Madhya Pradesh,68.8,75.2,74,58.2
S77,madhya pradesh,madhya pradesh,Madhya Pradesh,42.7,38.5,39.5,38.1
S78,madhya pradesh,madhya pradesh,Madhya Pradesh,11.2,8.9,9.4,6.9
S79,madhya pradesh,madhya pradesh,Madhya Pradesh,7.7,7.6,7.7,4.9
S80,madhya pradesh,madhya pradesh,Madhya Pradesh,10.6,8.7,9.2,6.6
S81,madhya pradesh,madhya pradesh,Madhya Pradesh,30.1,37.3,35.7,42
S82,madhya pradesh,madhya pradesh,Madhya Pradesh,19.9,18.7,19,25.8
S83,madhya pradesh,madhya pradesh,Madhya Pradesh,7,6.3,6.5,9.2
S84,madhya pradesh,madhya pradesh,Madhya Pradesh,28.6,34.2,33,42.8
S85,madhya pradesh,madhya pradesh,Madhya Pradesh,1.8,2.1,2,1.7
S86,madhya pradesh,madhya pradesh,Madhya Pradesh,17.1,25.2,23,28.4
S87,madhya pradesh,madhya pradesh,Madhya Pradesh,17.7,21.8,20.8,28.4
S88,madhya pradesh,madhya pradesh,Madhya Pradesh,26,13,16.6,13.6
S89,madhya pradesh,madhya pradesh,Madhya Pradesh,25.7,12.1,15.6,10.9
S90,madhya pradesh,madhya pradesh,Madhya Pradesh,42,39.9,40.5,NA
S91,madhya pradesh,madhya pradesh,Madhya Pradesh,39.8,38.8,39.1,NA
S92,madhya pradesh,madhya pradesh,Madhya Pradesh,72.5,72.7,72.7,68.9
S93,madhya pradesh,madhya pradesh,Madhya Pradesh,51.7,55.9,54.7,52.4
S94,madhya pradesh,madhya pradesh,Madhya Pradesh,45.1,54.9,52.9,54.6
S95,madhya pradesh,madhya pradesh,Madhya Pradesh,51.5,55.8,54.7,52.5
S96,madhya pradesh,madhya pradesh,Madhya Pradesh,57.4,58.3,58.1,53.2
S97,madhya pradesh,madhya pradesh,Madhya Pradesh,21,22.9,22.4,25.5
S98,madhya pradesh,madhya pradesh,Madhya Pradesh,31,30.3,30.5,36.5
S99,madhya pradesh,madhya pradesh,Madhya Pradesh,5.4,5.2,5.3,3.3689242323438675
S100,madhya pradesh,madhya pradesh,Madhya Pradesh,4.9,3.6,3.9,2.164877319426018
S101,madhya pradesh,madhya pradesh,Madhya Pradesh,11.2,9.4,9.8,6.1446715293814105
S102,madhya pradesh,madhya pradesh,Madhya Pradesh,6.2,6.7,6.6,4.345547462355097
S103,madhya pradesh,madhya pradesh,Madhya Pradesh,5.9,4.6,4.9,2.8954866862207798
S104,madhya pradesh,madhya pradesh,Madhya Pradesh,13.1,11.9,12.2,7.5528705643654535
S105,madhya pradesh,madhya pradesh,Madhya Pradesh,13.9,12.9,13.2,7.865130640081136
S106,madhya pradesh,madhya pradesh,Madhya Pradesh,5.2,5.2,5.2,2.397673135509005
S107,madhya pradesh,madhya pradesh,Madhya Pradesh,22.5,19.9,20.6,11.179777837983734
S108,madhya pradesh,madhya pradesh,Madhya Pradesh,17.9,15.3,16,10.736839958197486
S109,madhya pradesh,madhya pradesh,Madhya Pradesh,5.9,5.1,5.3,2.7846120756021007
S110,madhya pradesh,madhya pradesh,Madhya Pradesh,25.9,21.5,22.7,13.449972947539631
S111,madhya pradesh,madhya pradesh,Madhya Pradesh,1.1,0.7,0.8,NA
S112,madhya pradesh,madhya pradesh,Madhya Pradesh,0.8,0.4,0.5,NA
S113,madhya pradesh,madhya pradesh,Madhya Pradesh,0.9,0.6,0.7,NA
S114,madhya pradesh,madhya pradesh,Madhya Pradesh,0.9,0.8,0.9,NA
S115,madhya pradesh,madhya pradesh,Madhya Pradesh,26.7,16,18.7,18.1
S116,madhya pradesh,madhya pradesh,Madhya Pradesh,29.7,25,26.3,29.3
S117,madhya pradesh,madhya pradesh,Madhya Pradesh,75.3,61.5,65.1,46.8
S118,madhya pradesh,madhya pradesh,Madhya Pradesh,84.2,76.4,78.5,70.1
S119,madhya pradesh,madhya pradesh,Madhya Pradesh,91.7,84.1,86,82.8
S120,madhya pradesh,madhya pradesh,Madhya Pradesh,23.2,28,26.8,29.9
S121,madhya pradesh,madhya pradesh,Madhya Pradesh,35.8,41.3,39.9,43.5
S122,madhya pradesh,madhya pradesh,Madhya Pradesh,78.5,73.3,74.7,37.3
S123,madhya pradesh,madhya pradesh,Madhya Pradesh,58.8,31.4,38.5,28.7
S124,madhya pradesh,madhya pradesh,Madhya Pradesh,81.9,53.4,60.5,37.6
S125,madhya pradesh,madhya pradesh,Madhya Pradesh,26.4,28.7,28.1,33
S126,madhya pradesh,madhya pradesh,Madhya Pradesh,2.8,2.1,2.3,3.3
S127,madhya pradesh,madhya pradesh,Madhya Pradesh,0.5,1.2,1,1.9
S128,madhya pradesh,madhya pradesh,Madhya Pradesh,6.5,11.6,10.2,10.388440808356126
S129,madhya pradesh,madhya pradesh,Madhya Pradesh,35.3,50.8,46.5,59.46225265452283
S130,madhya pradesh,madhya pradesh,Madhya Pradesh,0.5,1.2,1,1.6276337006107298
S131,madhya pradesh,madhya pradesh,Madhya Pradesh,13.2,18.6,17.1,29.628767073126173
S01,odisha,orissa,Odisha,83.1,69.1,71.5,67.8
S02,odisha,orissa,Odisha,22,25.6,24.9,26.6
S03,odisha,orissa,Odisha,1010,1074,1063,1036
S04,odisha,orissa,Odisha,950,885,894,932
S05,odisha,orissa,Odisha,95.2,90,90.8,82.1
S06,odisha,orissa,Odisha,80.1,67.8,69.8,NA
S07,odisha,orissa,Odisha,99.1,96.6,97,86.6
S08,odisha,orissa,Odisha,97.3,89.8,91.1,89.1
S09,odisha,orissa,Odisha,72.3,58,60.5,30
S10,odisha,orissa,Odisha,76.9,26.1,34.7,19.2
S11,odisha,orissa,Odisha,99.5,97.7,98,93
S12,odisha,orissa,Odisha,29.5,51.7,47.9,47.7
S13,odisha,orissa,Odisha,8.5,11.2,10.8,NA
S14,odisha,orissa,Odisha,81.9,66.7,69.5,67.3599475821369
S15,odisha,orissa,Odisha,88.8,83.4,84.6,84.27842230394783
S16,odisha,orissa,Odisha,47.9,29.6,33,26.7
S17,odisha,orissa,Odisha,46,36.6,38.6,37.1
S18,odisha,orissa,Odisha,39.7,21.3,24.9,NA
S19,odisha,orissa,Odisha,64.2,47.2,50.7,NA
S20,odisha,orissa,Odisha,14.5,21.7,20.5,21.3
S21,odisha,orissa,Odisha,7.8,14.8,13.3,11
S22,odisha,orissa,Odisha,1.5,1.9,1.8,2.1
S23,odisha,orissa,Odisha,6.1,7.9,7.6,7.6
S24,odisha,orissa,Odisha,27,43,40,46
S25,odisha,orissa,Odisha,24.6,27.5,27,28.2
S26,odisha,orissa,Odisha,31.2,37.2,36.3,39.6
S27,odisha,orissa,Odisha,32,42.7,41.1,48.1
S28,odisha,orissa,Odisha,76.9,73.6,74.1,57.3
S29,odisha,orissa,Odisha,47.2,49.1,48.8,45.4
S30,odisha,orissa,Odisha,24.4,28.8,28,28.2
S31,odisha,orissa,Odisha,0.2,0.3,0.3,0.2
S32,odisha,orissa,Odisha,2.3,2.6,2.6,1.1
S33,odisha,orissa,Odisha,10.3,11,10.8,12
S34,odisha,orissa,Odisha,8.8,4.9,5.5,3.4
S35,odisha,orissa,Odisha,0.4,0.2,0.2,0.2
S36,odisha,orissa,Odisha,6.6,7.3,7.2,13.6
S37,odisha,orissa,Odisha,1.9,2.7,2.5,4.7
S38,odisha,orissa,Odisha,19.9,26.7,25.5,23
S39,odisha,orissa,Odisha,71.8,73.3,73.1,61.6
S40,odisha,orissa,Odisha,79.2,76.5,76.9,64
S41,odisha,orissa,Odisha,82,77.4,78.1,61.9
S42,odisha,orissa,Odisha,94.5,95.3,95.2,94.3
S43,odisha,orissa,Odisha,64.4,60.2,60.8,36.5
S44,odisha,orissa,Odisha,38,33.8,34.4,4.2
S45,odisha,orissa,Odisha,99.4,99.4,99.4,97.2
S46,odisha,orissa,Odisha,91.7,87.8,88.4,73.2
S47,odisha,orissa,Odisha,5066,3998,4139,4226
S48,odisha,orissa,Odisha,NA,10.3,10.5,6.9
S49,odisha,orissa,Odisha,91.2,87.6,88.1,NA
S50,odisha,orissa,Odisha,97.5,91.3,92.2,85.3
S51,odisha,orissa,Odisha,70.8,80,78.7,75.8
S52,odisha,orissa,Odisha,1,2.1,1.9,3.3
S53,odisha,orissa,Odisha,94.8,91.3,91.8,86.5
S54,odisha,orissa,Odisha,34.1,19.5,21.6,13.8
S55,odisha,orissa,Odisha,68.6,71.5,70.7,53.7
S56,odisha,orissa,Odisha,22.3,14.2,15.3,11.5
S57,odisha,orissa,Odisha,92,90.2,90.5,78.6
S58,odisha,orissa,Odisha,93.4,90.2,90.7,89.8
S59,odisha,orissa,Odisha,98.2,97.1,97.3,94.1
S60,odisha,orissa,Odisha,92.6,91.6,91.7,82.8
S61,odisha,orissa,Odisha,98.4,94,94.7,89.2
S62,odisha,orissa,Odisha,97.7,95.6,95.9,87.9
S63,odisha,orissa,Odisha,39.2,46.4,45.3,NA
S64,odisha,orissa,Odisha,90.6,87.7,88.1,NA
S65,odisha,orissa,Odisha,98.4,93.7,94.4,83.2
S66,odisha,orissa,Odisha,82.5,87.9,87.1,75.6
S67,odisha,orissa,Odisha,91.8,99.1,98.1,98.3
S68,odisha,orissa,Odisha,6.8,0.5,1.4,1
S69,odisha,orissa,Odisha,10.2,9.6,9.7,9.8
S70,odisha,orissa,Odisha,61.1,66.5,65.7,68.6
S71,odisha,orissa,Odisha,31.4,37.9,36.9,17
S72,odisha,orissa,Odisha,55.2,56.4,56.2,68.6
S73,odisha,orissa,Odisha,2.8,3.2,3.2,2.4
S74,odisha,orissa,Odisha,68.9,64.8,65.4,72.9
S75,odisha,orissa,Odisha,67.9,68.6,68.5,68.5
S76,odisha,orissa,Odisha,68.3,73.7,72.9,65.6
S77,odisha,orissa,Odisha,51.1,69.6,67.5,54.9
S78,odisha,orissa,Odisha,14,21.3,20.3,8.9
S79,odisha,orissa,Odisha,NA,22.3,22.5,5
S80,odisha,orissa,Odisha,14.7,21.4,20.4,8.5
S81,odisha,orissa,Odisha,24.9,32,31,34.1
S82,odisha,orissa,Odisha,14.9,18.6,18.1,20.4
S83,odisha,orissa,Odisha,3.9,6.4,6.1,6.4
S84,odisha,orissa,Odisha,21.5,31,29.7,34.4
S85,odisha,orissa,Odisha,5.5,3.2,3.5,2.6
S86,odisha,orissa,Odisha,12.6,22.6,20.8,26.5
S87,odisha,orissa,Odisha,10.9,16.5,15.3,19.5
S88,odisha,orissa,Odisha,40.1,19.2,23,16.5
S89,odisha,orissa,Odisha,32.2,19.7,22.2,17.2
S90,odisha,orissa,Odisha,70.7,61.3,63,NA
S91,odisha,orissa,Odisha,59.7,54.6,55.6,NA
S92,odisha,orissa,Odisha,56.2,65.6,64.2,44.6
S93,odisha,orissa,Odisha,61.6,65,64.4,51.2
S94,odisha,orissa,Odisha,59.5,62.2,61.8,47.6
S95,odisha,orissa,Odisha,61.5,64.9,64.3,51
S96,odisha,orissa,Odisha,61.4,66.3,65.5,51
S97,odisha,orissa,Odisha,24,29.6,28.5,28.3
S98,odisha,orissa,Odisha,20.4,32.6,30,30.3
S99,odisha,orissa,Odisha,7.1,6.4,6.5,4.318642462838443
S100,odisha,orissa,Odisha,8.9,6.2,6.6,3.4761930809869566
S101,odisha,orissa,Odisha,17.4,13.3,14,8.48520425784072
S102,odisha,orissa,Odisha,7.5,7.3,7.3,5.344081574240457
S103,odisha,orissa,Odisha,11.1,8.3,8.7,5.773716307930188
S104,odisha,orissa,Odisha,20.3,16.4,17,12.226175846604981
S105,odisha,orissa,Odisha,13.3,12.9,12.9,8.907267216410395
S106,odisha,orissa,Odisha,5.4,5.7,5.6,2.798036202629622
S107,odisha,orissa,Odisha,24.5,21.9,22.4,13.4967054539476
S108,odisha,orissa,Odisha,18.3,16.5,16.8,12.262674173558684
S109,odisha,orissa,Odisha,6.9,6,6.1,3.107120701252685
S110,odisha,orissa,Odisha,29.3,24.9,25.6,14.931659661479413
S111,odisha,orissa,Odisha,1,0.9,0.9,NA
S112,odisha,orissa,Odisha,0.2,0.2,0.2,NA
S113,odisha,orissa,Odisha,0.1,0.3,0.3,NA
S114,odisha,orissa,Odisha,2.9,0.8,1.2,NA
S115,odisha,orissa,Odisha,25.1,20.5,21.4,20.3
S116,odisha,orissa,Odisha,25.3,24.5,24.6,32.8
S117,odisha,orissa,Odisha,74.4,71.2,71.9,59.4
S118,odisha,orissa,Odisha,86.9,86.5,86.6,80.4
S119,odisha,orissa,Odisha,89.9,90.3,90.2,81.8
S120,odisha,orissa,Odisha,26.3,25.6,25.7,22.5
S121,odisha,orissa,Odisha,35.4,45.5,43.5,63.5
S122,odisha,orissa,Odisha,82.8,87.4,86.5,56.2
S123,odisha,orissa,Odisha,58.8,48,50.1,39.2
S124,odisha,orissa,Odisha,91.7,79.5,81.5,47.4
S125,odisha,orissa,Odisha,30.6,30.6,30.6,35.2
S126,odisha,orissa,Odisha,2.1,3.8,3.5,3.2
S127,odisha,orissa,Odisha,0.6,0.8,0.8,1.8
S128,odisha,orissa,Odisha,16.6,28,26,17.297086153888138
S129,odisha,orissa,Odisha,40.5,54.1,51.6,55.88964461582427
S130,odisha,orissa,Odisha,1.4,4.9,4.3,2.353350687209368
S131,odisha,orissa,Odisha,22.7,30.2,28.8,39.332784015127835
S01,punjab,punjab,Punjab,82.7,73.8,77.2,76
S02,punjab,punjab,Punjab,21,22.7,22,23.2
S03,punjab,punjab,Punjab,918,950,938,905
S04,punjab,punjab,Punjab,858,931,904,860
S05,punjab,punjab,Punjab,97.1,98.1,97.7,98.3
S06,punjab,punjab,Punjab,93.1,90,91.2,NA
S07,punjab,punjab,Punjab,99.8,99.6,99.7,99.6
S08,punjab,punjab,Punjab,99.4,98.5,98.8,99.6
S09,punjab,punjab,Punjab,87.8,85.9,86.6,82.7
S10,punjab,punjab,Punjab,93.8,65.6,76.7,65.9
S11,punjab,punjab,Punjab,94.1,95.3,94.8,98.4
S12,punjab,punjab,Punjab,27.5,23.6,25.2,21.2
S13,punjab,punjab,Punjab,5.3,9.2,7.8,NA
S14,punjab,punjab,Punjab,81.6,78,79.4,81.43925377861787
S15,punjab,punjab,Punjab,88.7,85.5,86.8,87.50010977016899
S16,punjab,punjab,Punjab,62.4,52.2,56,55.1
S17,punjab,punjab,Punjab,62.9,55.7,58.7,59.8
S18,punjab,punjab,Punjab,64.1,48.8,54.8,NA
S19,punjab,punjab,Punjab,85.6,73,78.2,NA
S20,punjab,punjab,Punjab,8.8,8.7,8.7,7.6
S21,punjab,punjab,Punjab,10.9,11.7,11.4,11.1
S22,punjab,punjab,Punjab,1.6,1.7,1.6,1.6
S23,punjab,punjab,Punjab,2.7,3.4,3.1,2.6
S24,punjab,punjab,Punjab,17,23,21,20
S25,punjab,punjab,Punjab,16,24.9,21.8,21.2
S26,punjab,punjab,Punjab,20.1,32.4,28,29.2
S27,punjab,punjab,Punjab,24.1,37.5,32.7,33.2
S28,punjab,punjab,Punjab,68.4,65.4,66.6,75.8
S29,punjab,punjab,Punjab,49.4,51.1,50.5,66.3
S30,punjab,punjab,Punjab,18,25.6,22.8,37.5
S31,punjab,punjab,Punjab,0.5,0.4,0.5,0.6
S32,punjab,punjab,Punjab,2.8,3.2,3.1,6.8
S33,punjab,punjab,Punjab,1.1,1.7,1.5,2.5
S34,punjab,punjab,Punjab,26.6,19.7,22.2,18.9
S35,punjab,punjab,Punjab,0.1,0.1,0.1,0.1
S36,punjab,punjab,Punjab,8.8,10.5,9.9,6.2
S37,punjab,punjab,Punjab,3.3,3.9,3.7,2.4
S38,punjab,punjab,Punjab,22.2,21.3,21.7,29.4
S39,punjab,punjab,Punjab,78.9,77.9,78.2,79.2
S40,punjab,punjab,Punjab,67.1,69.3,68.5,75.6
S41,punjab,punjab,Punjab,60.8,58.4,59.3,68.5
S42,punjab,punjab,Punjab,89.3,89.9,89.7,92.9
S43,punjab,punjab,Punjab,56.4,54.8,55.4,42.6
S44,punjab,punjab,Punjab,38.6,41.6,40.5,19.9
S45,punjab,punjab,Punjab,95.4,97.6,96.9,95.1
S46,punjab,punjab,Punjab,82.4,88.3,86.2,87.2
S47,punjab,punjab,Punjab,4352,3476,3745,1890
S48,punjab,punjab,Punjab,0,2.7,1.3,2.8
S49,punjab,punjab,Punjab,79.2,87.8,84.7,NA
S50,punjab,punjab,Punjab,92,95.5,94.3,90.5
S51,punjab,punjab,Punjab,47,57.6,53.9,51.7
S52,punjab,punjab,Punjab,3,2.3,2.6,4.5
S53,punjab,punjab,Punjab,93.7,96.6,95.6,94.1
S54,punjab,punjab,Punjab,38.8,38.4,38.5,24.6
S55,punjab,punjab,Punjab,53.4,57,55.5,39.7
S56,punjab,punjab,Punjab,31.4,29.1,29.9,17.8
S57,punjab,punjab,Punjab,73.2,77.9,76.2,89.1
S58,punjab,punjab,Punjab,81.7,87.1,85.2,93.4
S59,punjab,punjab,Punjab,95.7,95.1,95.3,98.2
S60,punjab,punjab,Punjab,75.8,81.9,79.7,93.7
S61,punjab,punjab,Punjab,87.5,89,88.5,94.5
S62,punjab,punjab,Punjab,85.9,89.4,88.1,93.1
S63,punjab,punjab,Punjab,25.3,28.1,27.1,NA
S64,punjab,punjab,Punjab,66.7,65.5,65.9,NA
S65,punjab,punjab,Punjab,85.3,85.5,85.4,91
S66,punjab,punjab,Punjab,68.1,70.9,69.9,74.8
S67,punjab,punjab,Punjab,86.3,93.1,90.6,89
S68,punjab,punjab,Punjab,12.1,5.6,8,11
S69,punjab,punjab,Punjab,6,4.3,4.9,6.6
S70,punjab,punjab,Punjab,67.5,55.3,60.7,66.2
S71,punjab,punjab,Punjab,29.7,24.8,27,26.7
S72,punjab,punjab,Punjab,81.9,74.9,78,87.2
S73,punjab,punjab,Punjab,1.3,3.1,2.5,4.1
S74,punjab,punjab,Punjab,58.5,56.8,57.3,90.3
S75,punjab,punjab,Punjab,52.3,53.5,53.1,30.7
S76,punjab,punjab,Punjab,52.6,57,55.5,53
S77,punjab,punjab,Punjab,60.7,38.8,46.2,41.1
S78,punjab,punjab,Punjab,9.8,10.9,10.5,5.7
S79,punjab,punjab,Punjab,20.2,14.4,16.3,6.7
S80,punjab,punjab,Punjab,12.2,11.8,11.9,5.9
S81,punjab,punjab,Punjab,25.7,23.9,24.5,25.7
S82,punjab,punjab,Punjab,11.7,10,10.6,15.6
S83,punjab,punjab,Punjab,4.3,3.3,3.7,5.6
S84,punjab,punjab,Punjab,17.9,16.4,16.9,21.6
S85,punjab,punjab,Punjab,4.4,4,4.1,2.3
S86,punjab,punjab,Punjab,11.9,13.1,12.7,11.7
S87,punjab,punjab,Punjab,11.2,13.5,12.5,10.9
S88,punjab,punjab,Punjab,44.3,38.8,40.8,31.3
S89,punjab,punjab,Punjab,35.2,30.2,32.2,27.8
S90,punjab,punjab,Punjab,73,72.6,72.8,NA
S91,punjab,punjab,Punjab,70.4,58.1,63.1,NA
S92,punjab,punjab,Punjab,71,71.1,71.1,56.6
S93,punjab,punjab,Punjab,59.3,58.6,58.8,54
S94,punjab,punjab,Punjab,46.2,54.4,51.7,42
S95,punjab,punjab,Punjab,59,58.5,58.7,53.5
S96,punjab,punjab,Punjab,58.6,61.3,60.3,58
S97,punjab,punjab,Punjab,20.2,24.3,22.6,25.9
S98,punjab,punjab,Punjab,30.2,34.6,32.7,30.8
S99,punjab,punjab,Punjab,5.8,5.8,5.8,3.9123142908777253
S100,punjab,punjab,Punjab,8.6,7.6,8,2.6482446180765575
S101,punjab,punjab,Punjab,15.5,14.3,14.7,7.244114578191476
S102,punjab,punjab,Punjab,6.7,6,6.3,4.7029222822902375
S103,punjab,punjab,Punjab,8,6.4,7,2.9011978376207983
S104,punjab,punjab,Punjab,15.9,13,14.1,8.141568086918758
S105,punjab,punjab,Punjab,18.3,18.6,18.5,13.013253555459103
S106,punjab,punjab,Punjab,7.5,9.3,8.6,3.548339918571936
S107,punjab,punjab,Punjab,30.8,31.4,31.2,16.721805054349602
S108,punjab,punjab,Punjab,24.4,24.5,24.5,21.961902961199925
S109,punjab,punjab,Punjab,9.3,11.9,11,4.953563217516966
S110,punjab,punjab,Punjab,36.5,38.4,37.7,25.02455120097174
