id,v024_label,v024_nfhs3,state,nfhs5s_urban,nfhs5s_rural,nfhs5s_total,nfhs4s_total,nfhs3s_total,nfhs3s_urban,nfhs3s_rural,nfhs4s_urban,nfhs4s_rural
S129,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,39.6,37.5,38.6,37.42366481961546,NA,NA,NA,32.23388588158791,46.30068563442401
S130,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,0.5,1.6,1.1,0.473295472574103,NA,NA,NA,0.8281571677731886,0.06621366593176689
S131,daman and diu,daman and diu,Dadra & Nagar Haveli and Daman & Diu,29.1,26.5,27.8,34.864299463363224,NA,NA,NA,33.578614930950586,37.06343905905516
S01,goa,goa,Goa,90.2,87.2,89,85,NA,NA,NA,NA,NA
S02,goa,goa,Goa,19.8,18.1,19.1,23.2,NA,NA,NA,NA,NA
S03,goa,goa,Goa,985,1092,1027,1018,NA,NA,NA,NA,NA
S04,goa,goa,Goa,822,864,838,966,NA,NA,NA,NA,NA
S05,goa,goa,Goa,100,100,100,98.9,NA,NA,NA,NA,NA
S06,goa,goa,Goa,100,100,100,NA,NA,NA,NA,NA,NA
S07,goa,goa,Goa,100,100,100,99.8,81.6599229253469,95.7305034550839,76.31780821917809,99.77557678544134,99.89369533727483
S08,goa,goa,Goa,99,97.8,98.5,96.7,87.69566950564067,99.30898321816387,83.28214129003949,98.02687283625292,94.55038447167524
S09,goa,goa,Goa,89,86.4,87.9,78.7,45.43869913010942,74.68479604449938,34.33589462129528,76.49197884738723,82.51071492763676
S10,goa,goa,Goa,98.8,93.1,96.5,84.1,36.372169890726155,78.031212484994,20.087815587266743,91.066990058717,72.21774107574717
S11,goa,goa,Goa,97.7,97.4,97.6,95.7,NA,NA,NA,NA,NA
S12,goa,goa,Goa,65.1,67.5,66,15.9,7.137153536292431,9.798994974874372,6.08695652173913,18.5493843589035,11.434439909060403
S13,goa,goa,Goa,19.5,18.2,19,NA,NA,NA,NA,NA,NA
S14,goa,goa,Goa,92.6,93.4,93,89.02539300578366,64.64983601714172,79.72972972972973,58.88619854721549,87.97198748277887,90.80821641261545
S15,goa,goa,Goa,94.9,98.5,96.3,94.20441393273555,85.9597743479547,86.24641833810888,85.8044164037855,93.32924248548184,95.66729719108741
S16,goa,goa,Goa,73,69.3,71.5,58.2,33.46905724904741,54.729729729729726,25.339147286821706,58.53071677038375,57.670382077164064
S17,goa,goa,Goa,75,79.4,76.6,63.6,44.487965946576466,55.172413793103445,38.704581358609794,62.89638051108006,62.087265589166265
S18,goa,goa,Goa,78.1,68.3,73.7,NA,NA,NA,NA,NA,NA
S19,goa,goa,Goa,86.1,76.6,82.9,NA,NA,NA,NA,NA,NA
S20,goa,goa,Goa,7.7,3.2,5.8,9.8,29.297905770355882,19.148936170212767,32.707774798927616,14.450285722995243,13.79294440123546
S21,goa,goa,Goa,12.1,NA,8.9,8.4,NA,NA,NA,NA,NA
S22,goa,goa,Goa,1.3,1.4,1.3,1.7,NA,NA,NA,NA,NA
S23,goa,goa,Goa,2.8,2.7,2.8,2.9,NA,NA,NA,NA,NA
S24,goa,goa,Goa,17,11,14,16,NA,NA,NA,NA,NA
S25,goa,goa,Goa,NA,NA,5.6,12.9,NA,NA,NA,NA,NA
S26,goa,goa,Goa,NA,NA,5.6,12.9,NA,NA,NA,NA,NA
S27,goa,goa,Goa,NA,NA,10.6,12.9,NA,NA,NA,NA,NA
S28,goa,goa,Goa,72.3,61.1,67.9,26.3,NA,NA,NA,NA,NA
S29,goa,goa,Goa,65,52.4,60.1,24.8,NA,NA,NA,NA,NA
S30,goa,goa,Goa,33.2,24.9,29.9,16.3,NA,NA,NA,NA,NA
S31,goa,goa,Goa,0,0,0,0,NA,NA,NA,NA,NA
S32,goa,goa,Goa,2.5,2.2,2.4,0.9,NA,NA,NA,NA,NA
S33,goa,goa,Goa,3.4,1.7,2.7,0.3,NA,NA,NA,NA,NA
S34,goa,goa,Goa,24.6,21.1,23.2,7.1,NA,NA,NA,NA,NA
S35,goa,goa,Goa,0,0,0,0.1,NA,NA,NA,NA,NA
S36,goa,goa,Goa,7.3,10.1,8.4,17.5,NA,NA,NA,NA,NA
S37,goa,goa,Goa,3.5,4.7,4,8.3,NA,NA,NA,NA,NA
S38,goa,goa,Goa,27.2,28.4,27.7,44.2,NA,NA,NA,NA,NA
S39,goa,goa,Goa,86.4,83.1,85.5,76,NA,NA,NA,NA,NA
S40,goa,goa,Goa,66.5,76.2,70.3,84.4,NA,NA,NA,NA,NA
S41,goa,goa,Goa,92.9,93.1,93,89,NA,NA,NA,NA,NA
S42,goa,goa,Goa,98,94.2,96.5,96.2,NA,NA,NA,NA,NA
S43,goa,goa,Goa,87,88.2,87.5,67.4,NA,NA,NA,NA,NA
S44,goa,goa,Goa,61.4,70.5,65,52.8,NA,NA,NA,NA,NA
S45,goa,goa,Goa,99.7,100,99.8,96.3,NA,NA,NA,NA,NA
S46,goa,goa,Goa,96.5,93.7,95.4,92.1,NA,NA,NA,NA,NA
S47,goa,goa,Goa,3875,3706,3804,5012,NA,NA,NA,NA,NA
S48,goa,goa,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA
S49,goa,goa,Goa,97.4,95.7,96.7,NA,NA,NA,NA,NA,NA
S50,goa,goa,Goa,99.6,100,99.7,96.9,NA,NA,NA,NA,NA
S51,goa,goa,Goa,53.1,61.1,56.2,58.2,NA,NA,NA,NA,NA
S52,goa,goa,Goa,0,0,0,1.8,NA,NA,NA,NA,NA
S53,goa,goa,Goa,98.6,100,99.1,97.5,NA,NA,NA,NA,NA
S54,goa,goa,Goa,39.1,40.1,39.5,31.4,NA,NA,NA,NA,NA
S55,goa,goa,Goa,46.6,56.6,50,51.3,NA,NA,NA,NA,NA
S56,goa,goa,Goa,32.9,29.6,31.5,19.9,NA,NA,NA,NA,NA
S57,goa,goa,Goa,77.9,88.1,81.9,88.4,NA,NA,NA,NA,NA
S58,goa,goa,Goa,87.7,NA,91,95.8,NA,NA,NA,NA,NA
S59,goa,goa,Goa,96.5,100,97.9,100,NA,NA,NA,NA,NA
S60,goa,goa,Goa,83.8,95.1,88.4,92.9,NA,NA,NA,NA,NA
S61,goa,goa,Goa,89.3,92.9,90.8,94.2,NA,NA,NA,NA,NA
S62,goa,goa,Goa,92.9,92.9,92.9,96.5,NA,NA,NA,NA,NA
S63,goa,goa,Goa,23.2,19.5,21.7,NA,NA,NA,NA,NA,NA
S64,goa,goa,Goa,2.3,12.3,6.3,NA,NA,NA,NA,NA,NA
S65,goa,goa,Goa,95.2,89.2,92.8,85.2,NA,NA,NA,NA,NA
S66,goa,goa,Goa,94.4,88.1,91.9,91.8,NA,NA,NA,NA,NA
S67,goa,goa,Goa,90.8,95.6,92.7,77.2,NA,NA,NA,NA,NA
S68,goa,goa,Goa,9.2,4.5,7.3,22.8,NA,NA,NA,NA,NA
S69,goa,goa,Goa,2.1,5,3.2,3.8,NA,NA,NA,NA,NA
S70,goa,goa,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA
S71,goa,goa,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA
S72,goa,goa,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA
S73,goa,goa,Goa,0,2.4,0.9,1.4,NA,NA,NA,NA,NA
S74,goa,goa,Goa,82.2,NA,86.6,89,NA,NA,NA,NA,NA
S75,goa,goa,Goa,60.7,62.9,61.6,73.3,NA,NA,NA,NA,NA
S76,goa,goa,Goa,NA,NA,61.4,60.9,NA,NA,NA,NA,NA
S77,goa,goa,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA
S78,goa,goa,Goa,18.9,21.8,20.2,9.1,NA,NA,NA,NA,NA
S79,goa,goa,Goa,NA,NA,NA,15.1,NA,NA,NA,NA,NA
S80,goa,goa,Goa,21.1,22.2,21.5,10.4,NA,NA,NA,NA,NA
S81,goa,goa,Goa,24.3,28.2,25.8,20.1,44.61709030884973,27.306273062730625,49.80595084087969,18.297154142225487,24.18336687899942
S82,goa,goa,Goa,17.7,21.5,19.1,21.9,19.031960060347767,12.177121771217712,21.086675291073735,27.726190038209765,11.243898184959074
S83,goa,goa,Goa,6.4,9.4,7.5,9.5,23.29589926606799,15.129151291512915,25.74385510996119,10.415284513581494,5.846274080678583
S84,goa,goa,Goa,22.5,26.6,24,23.8,38.063920120695535,24.354243542435423,42.17335058214747,25.317948286913815,21.438528321082664
S85,goa,goa,Goa,2.2,3.6,2.8,3.7,2.4017001495305244,2.214022140221402,2.4579560155239326,4.719290655558493,1.8327703952639136
S86,goa,goa,Goa,13.1,15,13.8,14.7,29.776495321921892,19.50310559006211,33.59293873312565,10.369625139613376,22.163112133888458
S87,goa,goa,Goa,9.3,18.4,12.5,10.8,28.606568235577544,18.83116883116883,33.4983498349835,8.478995787435895,14.074717225050026
S88,goa,goa,Goa,38.1,33.1,36.1,33.5,12.744724548457942,23.85093167701863,8.61889927310488,36.296129401343194,28.523220852851654
S89,goa,goa,Goa,32.5,32.8,32.6,32.6,8.503888337577747,14.285714285714288,5.6105610561056105,37.05783373186042,30.43416270978325
S90,goa,goa,Goa,51.1,51,51.1,NA,NA,NA,NA,NA,NA
S91,goa,goa,Goa,34.2,37.8,35.4,NA,NA,NA,NA,NA,NA
S92,goa,goa,Goa,53.3,53.1,53.2,48.3,60.79080956056562,56.779661016949156,61.99701937406855,52.157989706841256,40.6152929069467
S93,goa,goa,Goa,39.9,37.5,38.9,31.4,NA,NA,NA,NA,NA
S94,goa,goa,Goa,46.1,NA,41,26.7,NA,NA,NA,NA,NA
S95,goa,goa,Goa,40,37.4,39,31.3,NA,NA,NA,NA,NA
S96,goa,goa,Goa,43.5,45.7,44.5,30.5,NA,NA,NA,NA,NA
S97,goa,goa,Goa,13.3,9.5,12,11,NA,NA,NA,NA,NA
S98,goa,goa,Goa,11.9,NA,15.8,6.6,NA,NA,NA,NA,NA
S99,goa,goa,Goa,8.2,9.1,8.6,4.076615961453339,NA,NA,NA,3.9731726965681613,4.253919813852114
S100,goa,goa,Goa,9.7,9.5,9.6,5.324377363134321,NA,NA,NA,4.932489152249861,5.996081698613345
S101,goa,goa,Goa,20.6,21.1,20.8,11.11933566676274,NA,NA,NA,10.65459330295309,11.915913496820886
S102,goa,goa,Goa,10.3,10.3,10.3,7.28384614720161,NA,NA,NA,7.716628640920831,6.553699784237818
S103,goa,goa,Goa,10.8,12.9,11.6,8.06824050380427,NA,NA,NA,8.72858061106299,6.954182207474757
S104,goa,goa,Goa,23,25.9,24.1,17.07776233282533,NA,NA,NA,18.31853241464633,14.984461943684252
S105,goa,goa,Goa,12.6,11.5,12.1,8.279248042330737,NA,NA,NA,8.750861907135391,7.472010176916228
S106,goa,goa,Goa,3.5,3.8,3.6,2.307545445770378,NA,NA,NA,2.1988107070911385,2.493661259783162
S107,goa,goa,Goa,27.6,27.4,27.5,12.327754194147865,NA,NA,NA,11.953329516392307,12.968638188843617
S108,goa,goa,Goa,14.4,15.5,14.8,13.976415093365112,NA,NA,NA,12.447114872991124,16.536529778630175
S109,goa,goa,Goa,4.7,4.7,4.7,3.891516505032727,NA,NA,NA,3.3946416575815106,4.723306481096168
S110,goa,goa,Goa,25.9,28.2,26.8,18.686495879982736,NA,NA,NA,17.575385360716574,20.546542925964427
S111,goa,goa,Goa,1.6,0.6,1.2,NA,NA,NA,NA,NA,NA
S112,goa,goa,Goa,1.3,1.2,1.3,NA,NA,NA,NA,NA,NA
S113,goa,goa,Goa,0.8,0.4,0.6,NA,NA,NA,NA,NA,NA
S114,goa,goa,Goa,0.6,2.1,1.1,NA,NA,NA,NA,NA,NA
S115,goa,goa,Goa,47.7,50.6,49,34.6,NA,NA,NA,NA,NA
S116,goa,goa,Goa,62.8,74.7,67.2,41.9,NA,NA,NA,NA,NA
S117,goa,goa,Goa,89.4,90.8,90.1,77.4,NA,NA,NA,NA,NA
S118,goa,goa,Goa,98,97.5,97.8,89.2,NA,NA,NA,NA,NA
S119,goa,goa,Goa,89.3,98.6,93.1,93.8,NA,NA,NA,NA,NA
S120,goa,goa,Goa,35.2,27.9,31.9,23.6,NA,NA,NA,NA,NA
S121,goa,goa,Goa,22.4,24.1,23.2,33.9,NA,NA,NA,NA,NA
S122,goa,goa,Goa,85.1,92.4,88.3,82.8,NA,NA,NA,NA,NA
S123,goa,goa,Goa,94.5,87.1,91.2,80.9,NA,NA,NA,NA,NA
S124,goa,goa,Goa,96.2,97.6,96.8,89.3,NA,NA,NA,NA,NA
S125,goa,goa,Goa,6,11.4,8.3,12.9,NA,NA,NA,NA,NA
S126,goa,goa,Goa,0.9,2.7,1.6,1.6,NA,NA,NA,NA,NA
S127,goa,goa,Goa,1.6,8.8,4.6,1.3,NA,NA,NA,NA,NA
S128,goa,goa,Goa,2.4,2.8,2.6,1.9298924043768182,5.391090034890812,5.2987598647125145,5.426356589147287,1.6935516009268439,2.329884531984206
S129,goa,goa,Goa,19.5,16.3,18.2,20.58886592478965,54.456670662932495,48.710601719197705,57.57097791798107,21.791479604200255,18.5786501854675
S130,goa,goa,Goa,5.6,5.3,5.5,4.238273412667282,0.2025547002411511,0.2254791431792559,0.1937984496124031,4.1496087647695425,4.3883328211082935
S131,goa,goa,Goa,38.2,34.9,36.9,44.27977264097743,39.9065759445697,34.67048710601719,42.74447949526814,48.6794036617419,36.92561753982704
S01,gujarat,gujarat,Gujarat,83.7,65.4,72.9,72,NA,NA,NA,NA,NA
S02,gujarat,gujarat,Gujarat,22.2,25.3,24,26,NA,NA,NA,NA,NA
S03,gujarat,gujarat,Gujarat,929,991,965,950,NA,NA,NA,NA,NA
S04,gujarat,gujarat,Gujarat,931,969,955,906,NA,NA,NA,NA,NA
S05,gujarat,gujarat,Gujarat,98.7,96.7,97.5,95.8,NA,NA,NA,NA,NA
S06,gujarat,gujarat,Gujarat,95.7,91.6,93,NA,NA,NA,NA,NA,NA
S07,gujarat,gujarat,Gujarat,99.4,96.2,97.6,96.2,66.07034749124153,96.10701107011069,55.27806385169928,98.68456202379973,94.29965039989821
S08,gujarat,gujarat,Gujarat,99.4,95.7,97.2,95.9,82.61827829411605,98.54243542435424,76.89667009955373,99.59625471401873,93.14960958016776
S09,gujarat,gujarat,Gujarat,89.3,63.3,74,63.6,18.946661771256817,55.29520295202952,5.8752791616560724,86.10573830810347,46.44148694226698
S10,gujarat,gujarat,Gujarat,94.3,46.1,66.9,52.6,20.73981974542721,64.34859154929578,2.8917910447761193,84.68802937900469,26.955107969855497
S11,gujarat,gujarat,Gujarat,97.4,94.3,95.6,95.5,NA,NA,NA,NA,NA
S12,gujarat,gujarat,Gujarat,36.3,41.1,39,23.1,4.565851974795022,11.369740376007162,1.7941454202077434,23.336088869178383,23.597981497493954
S13,gujarat,gujarat,Gujarat,8.7,5.8,6.9,NA,NA,NA,NA,NA,NA
S14,gujarat,gujarat,Gujarat,86.8,69,76.5,72.91534672709342,36.19181818430123,66.66666666666666,23.557312252964426,83.12422118698579,64.75417081781745
S15,gujarat,gujarat,Gujarat,95.4,87.5,90.9,88.7596570196376,72.25481837000426,90.50179211469535,63.63636363636363,92.79161198320048,85.18896511188956
S16,gujarat,gujarat,Gujarat,47.9,23.6,33.8,33,11.707257483164678,30.983847283406753,3.7154150197628457,45.30117201373698,23.07964589558134
S17,gujarat,gujarat,Gujarat,56.9,36.9,45.6,43,25.383977967059995,47.3967684021544,15.005476451259584,52.70714294512676,32.827031574540165
S18,gujarat,gujarat,Gujarat,48.9,17.5,30.8,NA,NA,NA,NA,NA,NA
S19,gujarat,gujarat,Gujarat,72.9,48,58.9,NA,NA,NA,NA,NA,NA
S20,gujarat,gujarat,Gujarat,14.2,26.9,21.8,24.9,17.155038055971065,21.399176954732514,15.450643776824036,29.71111915902523,28.13111910882145
S21,gujarat,gujarat,Gujarat,18.7,33.9,27.7,28.4,NA,NA,NA,NA,NA
S22,gujarat,gujarat,Gujarat,1.7,2,1.9,2,NA,NA,NA,NA,NA
S23,gujarat,gujarat,Gujarat,2.6,6.7,5.2,6.5,NA,NA,NA,NA,NA
S24,gujarat,gujarat,Gujarat,24,40,34,41,NA,NA,NA,NA,NA
S25,gujarat,gujarat,Gujarat,16.8,24.8,21.8,26.8,NA,NA,NA,NA,NA
S26,gujarat,gujarat,Gujarat,24.1,35.5,31.2,34.2,NA,NA,NA,NA,NA
S27,gujarat,gujarat,Gujarat,26.7,44.2,37.6,43.5,NA,NA,NA,NA,NA
S28,gujarat,gujarat,Gujarat,69.5,62.2,65.3,46.9,NA,NA,NA,NA,NA
S29,gujarat,gujarat,Gujarat,54,53.3,53.6,43.1,NA,NA,NA,NA,NA
S30,gujarat,gujarat,Gujarat,29.1,40.8,35.9,33.6,NA,NA,NA,NA,NA
S31,gujarat,gujarat,Gujarat,0.1,0.2,0.2,0.1,NA,NA,NA,NA,NA
S32,gujarat,gujarat,Gujarat,4.2,2.4,3.1,3,NA,NA,NA,NA,NA
S33,gujarat,gujarat,Gujarat,3.1,1.8,2.3,1.4,NA,NA,NA,NA,NA
S34,gujarat,gujarat,Gujarat,16.8,7.5,11.4,4.9,NA,NA,NA,NA,NA
S35,gujarat,gujarat,Gujarat,0.1,0.1,0.1,0,NA,NA,NA,NA,NA
S36,gujarat,gujarat,Gujarat,9.7,10.8,10.3,17,NA,NA,NA,NA,NA
S37,gujarat,gujarat,Gujarat,4,4.8,4.5,6.7,NA,NA,NA,NA,NA
S38,gujarat,gujarat,Gujarat,31.5,28.8,29.8,18.9,NA,NA,NA,NA,NA
S39,gujarat,gujarat,Gujarat,78.1,71.8,74.1,47,NA,NA,NA,NA,NA
S40,gujarat,gujarat,Gujarat,83.7,76.4,79.3,73.8,NA,NA,NA,NA,NA
S41,gujarat,gujarat,Gujarat,82.4,73.3,76.9,70.5,NA,NA,NA,NA,NA
S42,gujarat,gujarat,Gujarat,91.4,87.6,89.1,86.6,NA,NA,NA,NA,NA
S43,gujarat,gujarat,Gujarat,62,58.7,60,36.8,NA,NA,NA,NA,NA
S44,gujarat,gujarat,Gujarat,45.5,41.8,43.2,18.5,NA,NA,NA,NA,NA
S45,gujarat,gujarat,Gujarat,96.7,98.3,97.7,89,NA,NA,NA,NA,NA
S46,gujarat,gujarat,Gujarat,93.1,87.5,89.7,63.3,NA,NA,NA,NA,NA
S47,gujarat,gujarat,Gujarat,2027,1535,1697,2136,NA,NA,NA,NA,NA
S48,gujarat,gujarat,Gujarat,2.4,7.7,6.9,3.7,NA,NA,NA,NA,NA
S49,gujarat,gujarat,Gujarat,91.8,86.6,88.7,NA,NA,NA,NA,NA,NA
S50,gujarat,gujarat,Gujarat,97.8,92.2,94.3,88.5,NA,NA,NA,NA,NA
S51,gujarat,gujarat,Gujarat,36.6,47.3,43.3,32.6,NA,NA,NA,NA,NA
S52,gujarat,gujarat,Gujarat,1.1,1.9,1.6,2.2,NA,NA,NA,NA,NA
S53,gujarat,gujarat,Gujarat,96.8,91.1,93.2,87.1,NA,NA,NA,NA,NA
S54,gujarat,gujarat,Gujarat,30.7,15.3,21,18.4,NA,NA,NA,NA,NA
S55,gujarat,gujarat,Gujarat,38,25,30.8,26.6,NA,NA,NA,NA,NA
S56,gujarat,gujarat,Gujarat,20.3,8.8,12.4,10.8,NA,NA,NA,NA,NA
S57,gujarat,gujarat,Gujarat,77,75.9,76.3,50.4,NA,NA,NA,NA,NA
S58,gujarat,gujarat,Gujarat,82.9,86.2,85,78.9,NA,NA,NA,NA,NA
S59,gujarat,gujarat,Gujarat,95.6,94.2,94.7,87.9,NA,NA,NA,NA,NA
S60,gujarat,gujarat,Gujarat,79.7,79.5,79.6,62.3,NA,NA,NA,NA,NA
S61,gujarat,gujarat,Gujarat,85.2,86.6,86.1,72.7,NA,NA,NA,NA,NA
S62,gujarat,gujarat,Gujarat,88.5,85.8,86.8,75,NA,NA,NA,NA,NA
S63,gujarat,gujarat,Gujarat,24.3,29,27.3,NA,NA,NA,NA,NA,NA
S64,gujarat,gujarat,Gujarat,2.9,1.8,2.2,NA,NA,NA,NA,NA,NA
S65,gujarat,gujarat,Gujarat,85,84.9,84.9,38.6,NA,NA,NA,NA,NA
S66,gujarat,gujarat,Gujarat,86.8,84.8,85.6,74.7,NA,NA,NA,NA,NA
S67,gujarat,gujarat,Gujarat,83.4,97.4,92.1,87.1,NA,NA,NA,NA,NA
S68,gujarat,gujarat,Gujarat,16.4,2.3,7.6,12.6,NA,NA,NA,NA,NA
S69,gujarat,gujarat,Gujarat,5.7,9.7,8.2,8.4,NA,NA,NA,NA,NA
S70,gujarat,gujarat,Gujarat,69.8,65.4,66.5,46.2,NA,NA,NA,NA,NA
S71,gujarat,gujarat,Gujarat,31.7,36.8,35.4,17.4,NA,NA,NA,NA,NA
S72,gujarat,gujarat,Gujarat,70.5,69.3,69.6,65.4,NA,NA,NA,NA,NA
S73,gujarat,gujarat,Gujarat,0.9,1.1,1,1.4,NA,NA,NA,NA,NA
S74,gujarat,gujarat,Gujarat,76,74.8,75.2,70.2,NA,NA,NA,NA,NA
S75,gujarat,gujarat,Gujarat,34.4,39.9,37.8,49.9,NA,NA,NA,NA,NA
S76,gujarat,gujarat,Gujarat,70.3,62.4,65,55.8,NA,NA,NA,NA,NA
S77,gujarat,gujarat,Gujarat,40.8,42.6,42,49.4,NA,NA,NA,NA,NA
S78,gujarat,gujarat,Gujarat,6.5,5.6,5.9,5.8,NA,NA,NA,NA,NA
S79,gujarat,gujarat,Gujarat,7.2,5.1,6,2.8,NA,NA,NA,NA,NA
S80,gujarat,gujarat,Gujarat,6.6,5.5,5.9,5.2,NA,NA,NA,NA,NA
S81,gujarat,gujarat,Gujarat,32.4,43,39,38.5,43.13756112153004,33.90557939914164,45.51971326164875,31.619499295763354,43.0124866095347
S82,gujarat,gujarat,Gujarat,22.4,26.7,25.1,26.4,21.009011119034394,21.030042918454935,21.003584229390682,23.412157812686626,28.411505109339807
S83,gujarat,gujarat,Gujarat,9.7,11.1,10.6,9.5,22.449619100448317,14.163090128755366,24.587813620071685,12.426655497225596,19.267354372995122
S84,gujarat,gujarat,Gujarat,33.3,43.5,39.7,39.3,40.12813360408495,30.90128755364807,42.5089605734767,31.906443331357814,44.15235254851503
S85,gujarat,gujarat,Gujarat,4.6,3.5,3.9,1.9,1.605709860949016,1.7167381974248928,1.5770609318996418,2.4175761859409213,1.530720436226974
S86,gujarat,gujarat,Gujarat,17.2,30.9,25.2,27.2,36.73872625521495,31.045241809672387,39.137857447716605,18.095369849066962,34.311079936434325
S87,gujarat,gujarat,Gujarat,16,24.7,20.9,24.7,40.161374550821485,29.63636363636364,45.09371554575524,18.130053835070616,29.162640526276974
S88,gujarat,gujarat,Gujarat,30.4,17,22.6,23.7,8.859502406419876,17.628705148205928,5.164319248826291,34.511268864094305,15.312033122057207
S89,gujarat,gujarat,Gujarat,25.6,15.6,19.9,19.7,6.876476415987762,14.727272727272728,3.197353914002205,27.66468948050496,14.840836718364825
S90,gujarat,gujarat,Gujarat,47.2,41.2,43.7,NA,NA,NA,NA,NA,NA
S91,gujarat,gujarat,Gujarat,43.3,39,40.9,NA,NA,NA,NA,NA,NA
S92,gujarat,gujarat,Gujarat,77.6,81.2,79.7,62.6,69.35726356771654,62.32558139534884,71.15384615384616,59.877803891465135,64.3427567398262
S93,gujarat,gujarat,Gujarat,61.4,67.7,65.1,55.1,NA,NA,NA,NA,NA
S94,gujarat,gujarat,Gujarat,55.6,66.4,62.6,51.3,NA,NA,NA,NA,NA
S95,gujarat,gujarat,Gujarat,61.3,67.6,65,54.9,NA,NA,NA,NA,NA
S96,gujarat,gujarat,Gujarat,63,72.3,69,56.5,NA,NA,NA,NA,NA
S97,gujarat,gujarat,Gujarat,23.3,29.1,26.6,21.6,NA,NA,NA,NA,NA
S98,gujarat,gujarat,Gujarat,31.5,39.2,36,31.9,NA,NA,NA,NA,NA
S99,gujarat,gujarat,Gujarat,8.4,7.9,8.1,3.3954257206484115,NA,NA,NA,3.6827473529819974,3.173636624498343
S100,gujarat,gujarat,Gujarat,7.6,6.1,6.7,2.7640581636521078,NA,NA,NA,3.1031374229773236,2.502316359395402
S101,gujarat,gujarat,Gujarat,17.6,14.6,15.8,6.542734675779938,NA,NA,NA,7.235903907941643,6.007633876269984
S102,gujarat,gujarat,Gujarat,9.5,8.5,9,4.7102232543718445,NA,NA,NA,4.933616882791689,4.518901968124623
S103,gujarat,gujarat,Gujarat,7.3,6.9,7.1,4.009287506803657,NA,NA,NA,4.527800161622602,3.5652170614775214
S104,gujarat,gujarat,Gujarat,17.8,16.2,16.9,9.411798496688784,NA,NA,NA,10.258275288266503,8.686451402979944
S105,gujarat,gujarat,Gujarat,11.4,12,11.7,9.501158492776623,NA,NA,NA,10.276962473158529,8.897732821644839
S106,gujarat,gujarat,Gujarat,3.8,5.1,4.6,3.2875453439714737,NA,NA,NA,3.3441945690457984,3.243483187132909
S107,gujarat,gujarat,Gujarat,21.1,20.1,20.6,13.34393668180121,NA,NA,NA,14.579553176736995,12.3828656747266
S108,gujarat,gujarat,Gujarat,12.7,13.3,13.1,13.804324553505518,NA,NA,NA,14.391303481972889,13.296472399514839
S109,gujarat,gujarat,Gujarat,3.9,4.8,4.4,3.9634921560752803,NA,NA,NA,3.6840557253201816,4.2052595967447175
S110,gujarat,gujarat,Gujarat,20.3,20.3,20.3,17.080165476812923,NA,NA,NA,17.837437496054314,16.424976325248704
S111,gujarat,gujarat,Gujarat,0.3,0.2,0.2,NA,NA,NA,NA,NA,NA
S112,gujarat,gujarat,Gujarat,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA
S113,gujarat,gujarat,Gujarat,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA
S114,gujarat,gujarat,Gujarat,0.5,0.9,0.7,NA,NA,NA,NA,NA,NA
S115,gujarat,gujarat,Gujarat,36.3,22.8,28.5,18.4,NA,NA,NA,NA,NA
S116,gujarat,gujarat,Gujarat,40.7,31.9,35.7,31.5,NA,NA,NA,NA,NA
S117,gujarat,gujarat,Gujarat,79.1,57.6,66.7,43.2,NA,NA,NA,NA,NA
S118,gujarat,gujarat,Gujarat,89.1,77.5,82.5,68.6,NA,NA,NA,NA,NA
S119,gujarat,gujarat,Gujarat,94.4,90.7,92.2,85.4,NA,NA,NA,NA,NA
S120,gujarat,gujarat,Gujarat,26.4,34.1,30.8,30.2,NA,NA,NA,NA,NA
S121,gujarat,gujarat,Gujarat,41.6,43.3,42.6,27.2,NA,NA,NA,NA,NA
S122,gujarat,gujarat,Gujarat,73.5,67.5,70,48.6,NA,NA,NA,NA,NA
S123,gujarat,gujarat,Gujarat,66,36.2,48.8,47.9,NA,NA,NA,NA,NA
S124,gujarat,gujarat,Gujarat,77.6,58.6,65.8,60.3,NA,NA,NA,NA,NA
S125,gujarat,gujarat,Gujarat,10,16.8,14,20.2,NA,NA,NA,NA,NA
S126,gujarat,gujarat,Gujarat,2.2,1.2,1.6,1.9,NA,NA,NA,NA,NA
S127,gujarat,gujarat,Gujarat,3,4,3.6,5.2,NA,NA,NA,NA,NA
S128,gujarat,gujarat,Gujarat,5.4,11,8.7,7.372744952809077,7.757480068994379,7.782672540381791,7.747035573122529,5.216859904830424,9.096202047502073
S129,gujarat,gujarat,Gujarat,33.6,46.7,41.1,52.43794751686161,61.42278165467202,56.272401433691755,63.85542168674698,46.91732709792779,57.32699881673443
S130,gujarat,gujarat,Gujarat,0.3,0.8,0.6,0.2576873714022945,0.2472993509178931,0.36710719530102787,0.1976284584980237,0.1098398484883116,0.3758796017987142
S131,gujarat,gujarat,Gujarat,4.6,6.8,5.8,10.96992084071564,19.312298775098224,22.401433691756274,17.853231106243154,10.597483127311426,11.299750995419917
