id,v024_label,v024_nfhs3,state,nfhs5s_urban,nfhs5s_rural,nfhs5s_total,nfhs4s_total,nfhs3s_total,nfhs3s_urban,nfhs3s_rural,nfhs4s_urban,nfhs4s_rural
S04,west bengal,west bengal,West Bengal,921,993,973,960,NA,NA,NA,NA,NA
S05,west bengal,west bengal,West Bengal,98.1,98.3,98.2,96.9,NA,NA,NA,NA,NA
S06,west bengal,west bengal,West Bengal,88,74.6,78.6,NA,NA,NA,NA,NA,NA
S07,west bengal,west bengal,West Bengal,99.3,96.6,97.5,94.3,73.10517786610866,95.67316182625774,64.95357847795891,97.44188670578686,92.81073698809956
S08,west bengal,west bengal,West Bengal,98.6,96.9,97.5,97.2,75.2009033425731,94.0585023721409,68.3895021565904,98.10439911401694,96.71415046103033
S09,west bengal,west bengal,West Bengal,75,64.7,68,52.8,19.374112653678115,51.275538724696055,7.873958181020617,62.49693381811596,48.92208264704673
S10,west bengal,west bengal,West Bengal,80.3,20.5,40.2,27.8,18.335397662619425,56.02389969223546,3.564727954971857,61.93225964199062,11.366695819332953
S11,west bengal,west bengal,West Bengal,97.1,93.2,94.5,94.7,NA,NA,NA,NA,NA
S12,west bengal,west bengal,West Bengal,25.9,31,29.3,33.4,4.806153283744654,14.177471949725415,1.1680482290881689,28.189478191536825,36.19556804786145
S13,west bengal,west bengal,West Bengal,20.8,19.9,20.1,NA,NA,NA,NA,NA,NA
S14,west bengal,west bengal,West Bengal,83.4,72.5,76.1,70.94268866503641,44.43200386105998,68.45738078543283,34.818211595152306,79.37335349088997,66.93401511351598
S15,west bengal,west bengal,West Bengal,89.8,77.8,81.6,78.96579977280498,72.45584535943136,90.25723561013098,64.5320197044335,82.12901200584317,77.33506554653896
S16,west bengal,west bengal,West Bengal,47.6,25.9,32.9,26.5,13.964313956806858,33.40721580389983,6.190632165083524,39.89970482049095,20.125151806317575
S17,west bengal,west bengal,West Bengal,51.4,26.9,34.7,33.8,26.901777163688976,48.054505876812286,17.48768472906404,42.7866371583008,27.178364909982232
S18,west bengal,west bengal,West Bengal,48.1,14,25.5,NA,NA,NA,NA,NA,NA
S19,west bengal,west bengal,West Bengal,64.6,38.3,46.7,NA,NA,NA,NA,NA,NA
S20,west bengal,west bengal,West Bengal,26.2,48.1,41.6,41.6,20.149199311746226,29.939056509233865,16.11111111111111,24.246639153629687,22.098256422748847
S21,west bengal,west bengal,West Bengal,8.4,25.3,20,17.3,NA,NA,NA,NA,NA
S22,west bengal,west bengal,West Bengal,1.4,1.7,1.6,1.8,NA,NA,NA,NA,NA
S23,west bengal,west bengal,West Bengal,8.5,19.6,16.4,18.3,NA,NA,NA,NA,NA
S24,west bengal,west bengal,West Bengal,51,93,81,90,NA,NA,NA,NA,NA
S25,west bengal,west bengal,West Bengal,16.1,15.3,15.5,22,NA,NA,NA,NA,NA
S26,west bengal,west bengal,West Bengal,21,22.4,22,27.5,NA,NA,NA,NA,NA
S27,west bengal,west bengal,West Bengal,23,26.2,25.4,31.8,NA,NA,NA,NA,NA
S28,west bengal,west bengal,West Bengal,77.5,73,74.4,70.9,NA,NA,NA,NA,NA
S29,west bengal,west bengal,West Bengal,61,60.6,60.7,57,NA,NA,NA,NA,NA
S30,west bengal,west bengal,West Bengal,26.8,30.5,29.4,29.3,NA,NA,NA,NA,NA
S31,west bengal,west bengal,West Bengal,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA
S32,west bengal,west bengal,West Bengal,2,2.3,2.2,1.2,NA,NA,NA,NA,NA
S33,west bengal,west bengal,West Bengal,20.1,20.4,20.3,20,NA,NA,NA,NA,NA
S34,west bengal,west bengal,West Bengal,10.1,5.6,7,5.9,NA,NA,NA,NA,NA
S35,west bengal,west bengal,West Bengal,0.8,0.7,0.7,0.2,NA,NA,NA,NA,NA
S36,west bengal,west bengal,West Bengal,5.2,7.8,7,7.5,NA,NA,NA,NA,NA
S37,west bengal,west bengal,West Bengal,2,3.4,3,3,NA,NA,NA,NA,NA
S38,west bengal,west bengal,West Bengal,16.4,18.1,17.5,12.3,NA,NA,NA,NA,NA
S39,west bengal,west bengal,West Bengal,54,53.4,53.6,49.6,NA,NA,NA,NA,NA
S40,west bengal,west bengal,West Bengal,74.9,71.8,72.6,54.9,NA,NA,NA,NA,NA
S41,west bengal,west bengal,West Bengal,81.2,73.8,75.8,76.4,NA,NA,NA,NA,NA
S42,west bengal,west bengal,West Bengal,96,94.2,94.6,95.4,NA,NA,NA,NA,NA
S43,west bengal,west bengal,West Bengal,64.4,61.8,62.5,28,NA,NA,NA,NA,NA
S44,west bengal,west bengal,West Bengal,33.6,29.7,30.8,6,NA,NA,NA,NA,NA
S45,west bengal,west bengal,West Bengal,96.7,99.1,98.4,97.4,NA,NA,NA,NA,NA
S46,west bengal,west bengal,West Bengal,74.1,65.7,68,61.1,NA,NA,NA,NA,NA
S47,west bengal,west bengal,West Bengal,2675,2686,2683,7919,NA,NA,NA,NA,NA
S48,west bengal,west bengal,West Bengal,1.6,10.4,8.8,4.6,NA,NA,NA,NA,NA
S49,west bengal,west bengal,West Bengal,79.1,75.9,76.8,NA,NA,NA,NA,NA,NA
S50,west bengal,west bengal,West Bengal,92.3,91.6,91.7,75.2,NA,NA,NA,NA,NA
S51,west bengal,west bengal,West Bengal,62.8,75.8,72.4,56.6,NA,NA,NA,NA,NA
S52,west bengal,west bengal,West Bengal,2.7,2.6,2.6,6.8,NA,NA,NA,NA,NA
S53,west bengal,west bengal,West Bengal,95.2,93.7,94.1,81.6,NA,NA,NA,NA,NA
S54,west bengal,west bengal,West Bengal,43.5,28.6,32.6,23.8,NA,NA,NA,NA,NA
S55,west bengal,west bengal,West Bengal,80.2,84.4,82.7,70.9,NA,NA,NA,NA,NA
S56,west bengal,west bengal,West Bengal,31.7,20.3,22.9,18.8,NA,NA,NA,NA,NA
S57,west bengal,west bengal,West Bengal,83.6,89.3,87.8,84.4,NA,NA,NA,NA,NA
S58,west bengal,west bengal,West Bengal,88.1,91.8,90.8,92.5,NA,NA,NA,NA,NA
S59,west bengal,west bengal,West Bengal,97.5,99,98.6,97.5,NA,NA,NA,NA,NA
S60,west bengal,west bengal,West Bengal,85.3,92.7,90.8,87.9,NA,NA,NA,NA,NA
S61,west bengal,west bengal,West Bengal,93.1,95.6,95,92.7,NA,NA,NA,NA,NA
S62,west bengal,west bengal,West Bengal,92.4,95.1,94.4,92.8,NA,NA,NA,NA,NA
S63,west bengal,west bengal,West Bengal,35.8,47.5,44.4,NA,NA,NA,NA,NA,NA
S64,west bengal,west bengal,West Bengal,3,1.4,1.8,NA,NA,NA,NA,NA,NA
S65,west bengal,west bengal,West Bengal,90.3,92.6,92,86.4,NA,NA,NA,NA,NA
S66,west bengal,west bengal,West Bengal,66,69.3,68.4,75,NA,NA,NA,NA,NA
S67,west bengal,west bengal,West Bengal,90.2,98.5,96.3,96.6,NA,NA,NA,NA,NA
S68,west bengal,west bengal,West Bengal,8.7,0.3,2.5,3.2,NA,NA,NA,NA,NA
S69,west bengal,west bengal,West Bengal,5.9,6.7,6.5,5.9,NA,NA,NA,NA,NA
S70,west bengal,west bengal,West Bengal,76.9,74.8,75.3,64.7,NA,NA,NA,NA,NA
S71,west bengal,west bengal,West Bengal,36,35.9,36,20.8,NA,NA,NA,NA,NA
S72,west bengal,west bengal,West Bengal,78.1,74.3,75.2,74.7,NA,NA,NA,NA,NA
S73,west bengal,west bengal,West Bengal,2.1,3.1,2.8,3.3,NA,NA,NA,NA,NA
S74,west bengal,west bengal,West Bengal,77.3,69.5,71.3,73.5,NA,NA,NA,NA,NA
S75,west bengal,west bengal,West Bengal,60.7,59,59.4,47.4,NA,NA,NA,NA,NA
S76,west bengal,west bengal,West Bengal,51.2,54,53.3,52.3,NA,NA,NA,NA,NA
S77,west bengal,west bengal,West Bengal,75.6,65.5,67.8,52,NA,NA,NA,NA,NA
S78,west bengal,west bengal,West Bengal,25.4,23.5,24,19.1,NA,NA,NA,NA,NA
S79,west bengal,west bengal,West Bengal,19.5,16,17,25.7,NA,NA,NA,NA,NA
S80,west bengal,west bengal,West Bengal,24.9,22.9,23.4,19.6,NA,NA,NA,NA,NA
S81,west bengal,west bengal,West Bengal,32.1,34.4,33.8,32.5,49.3684748978592,44.94001050054812,50.68069306930694,28.717150771890786,33.87117854924766
S82,west bengal,west bengal,West Bengal,20.2,20.4,20.3,20.3,35.55736839092115,32.342768262282895,36.50990099009901,17.02978293897942,21.592179874760983
S83,west bengal,west bengal,West Bengal,7.9,6.9,7.1,6.5,26.152522767052066,24.194635053369463,26.732673267326735,9.451440213387357,10.810100901416476
S84,west bengal,west bengal,West Bengal,28.7,33.5,32.2,31.6,59.58230895558958,51.82406817706233,61.88118811881188,26.502834118147884,33.49459900296967
S85,west bengal,west bengal,West Bengal,6,3.6,4.3,2.1,1.1669732462710536,1.3462147678329608,1.1138613861386137,3.4005153050619685,1.6528239266765499
S86,west bengal,west bengal,West Bengal,9.5,17.4,14.8,21.3,41.48199862885112,32.30770299380909,45.1646811492642,14.008030463791703,24.540589523362357
S87,west bengal,west bengal,West Bengal,11.5,16.8,15.1,19.9,41.180093189730606,32.027047961139054,45.23612261806131,18.578997420001333,20.253095736201836
S88,west bengal,west bengal,West Bengal,27.9,20.3,22.7,19.9,7.494140749276309,18.56948302681585,3.0483531885073587,30.612930647408536,14.936987519220038
S89,west bengal,west bengal,West Bengal,20,14.5,16.2,14.2,4.589129002481698,10.084138624127293,2.1541010770505387,21.57189647267407,11.481793289766975
S90,west bengal,west bengal,West Bengal,80.1,72.1,74.7,NA,NA,NA,NA,NA,NA
S91,west bengal,west bengal,West Bengal,60.5,55.7,57.2,NA,NA,NA,NA,NA,NA
S92,west bengal,west bengal,West Bengal,63,71.3,69,54.2,73.40831666772635,68.6313184320786,74.8378728923476,55.141338131260845,53.66302859849993
S93,west bengal,west bengal,West Bengal,65.2,74.8,71.7,62.8,NA,NA,NA,NA,NA
S94,west bengal,west bengal,West Bengal,60.3,63,62.3,53.6,NA,NA,NA,NA,NA
S95,west bengal,west bengal,West Bengal,65.1,74.4,71.4,62.5,NA,NA,NA,NA,NA
S96,west bengal,west bengal,West Bengal,64.7,73.2,70.8,62.2,NA,NA,NA,NA,NA
S97,west bengal,west bengal,West Bengal,30.9,42.4,38.9,30.3,NA,NA,NA,NA,NA
S98,west bengal,west bengal,West Bengal,27.6,42.8,38.7,31.7,NA,NA,NA,NA,NA
S99,west bengal,west bengal,West Bengal,9.7,8.5,8.9,4.440551786950521,NA,NA,NA,5.037049203798775,4.171194841793743
S100,west bengal,west bengal,West Bengal,8.6,7.2,7.7,3.565180722286817,NA,NA,NA,4.2514933665060255,3.2552664258492423
S101,west bengal,west bengal,West Bengal,19.4,16.5,17.5,8.790905307163804,NA,NA,NA,10.50298609827233,8.016417833411465
S102,west bengal,west bengal,West Bengal,11.2,10.6,10.8,5.900783651742925,NA,NA,NA,6.166270394593575,5.777338090232966
S103,west bengal,west bengal,West Bengal,10.6,9,9.5,6.251824367795657,NA,NA,NA,7.288842641179777,5.769633424174766
S104,west bengal,west bengal,West Bengal,23.1,20.4,21.3,12.674024712779463,NA,NA,NA,14.217914100122877,11.952932855733799
S105,west bengal,west bengal,West Bengal,12.3,11.1,11.5,9.987920225840035,NA,NA,NA,11.487660603186281,9.305091234559614
S106,west bengal,west bengal,West Bengal,4.9,5.5,5.3,3.15731724291902,NA,NA,NA,3.4551112774784434,3.02173217546398
S107,west bengal,west bengal,West Bengal,21.5,19.9,20.5,13.280113200583306,NA,NA,NA,14.922223301423216,12.53246354023877
S108,west bengal,west bengal,West Bengal,14.5,12.3,13.1,13.673987575790244,NA,NA,NA,16.63020807690208,12.288012314688753
S109,west bengal,west bengal,West Bengal,4.2,4.2,4.2,3.484600324792418,NA,NA,NA,4.889201581294081,2.8260761746178282
S110,west bengal,west bengal,West Bengal,22.3,19,20.1,16.258055555032875,NA,NA,NA,20.534867226815216,14.25294288794628
S111,west bengal,west bengal,West Bengal,0.1,0.2,0.2,NA,NA,NA,NA,NA,NA
S112,west bengal,west bengal,West Bengal,0.2,0.1,0.2,NA,NA,NA,NA,NA,NA
S113,west bengal,west bengal,West Bengal,0.2,0.1,0.2,NA,NA,NA,NA,NA,NA
S114,west bengal,west bengal,West Bengal,0.4,0.8,0.7,NA,NA,NA,NA,NA,NA
S115,west bengal,west bengal,West Bengal,30.8,12.3,18.5,18.6,NA,NA,NA,NA,NA
S116,west bengal,west bengal,West Bengal,21.3,12.8,15.5,25.9,NA,NA,NA,NA,NA
S117,west bengal,west bengal,West Bengal,73.3,53.8,60.4,53.9,NA,NA,NA,NA,NA
S118,west bengal,west bengal,West Bengal,81.8,68.4,72.7,82.6,NA,NA,NA,NA,NA
S119,west bengal,west bengal,West Bengal,96.1,85.8,88.9,89.9,NA,NA,NA,NA,NA
S120,west bengal,west bengal,West Bengal,20.2,20.2,20.2,22.8,NA,NA,NA,NA,NA
S121,west bengal,west bengal,West Bengal,24.7,22.5,23.2,23.8,NA,NA,NA,NA,NA
S122,west bengal,west bengal,West Bengal,82.9,73.2,76.5,43.5,NA,NA,NA,NA,NA
S123,west bengal,west bengal,West Bengal,71.9,39.1,50.1,41.8,NA,NA,NA,NA,NA
S124,west bengal,west bengal,West Bengal,91.2,79.7,83,54.9,NA,NA,NA,NA,NA
S125,west bengal,west bengal,West Bengal,22.9,28.7,27,33.1,NA,NA,NA,NA,NA
S126,west bengal,west bengal,West Bengal,2.3,4,3.5,5,NA,NA,NA,NA,NA
S127,west bengal,west bengal,West Bengal,6.7,10.9,9.7,8.9,NA,NA,NA,NA,NA
S128,west bengal,west bengal,West Bengal,8,12.3,10.8,8.661894947997306,15.994510505841466,11.436166172167475,17.81853914182771,7.4222521723935255,9.25132927026538
S129,west bengal,west bengal,West Bengal,44.7,49.9,48.1,59.83936267805506,69.04935303255898,60.56868408946946,72.82430213464696,60.81950296905494,59.3340698929609
S130,west bengal,west bengal,West Bengal,0.8,1.3,1.1,0.831141997393458,2.094310197465615,0.37037207668420186,2.78414674091058,0.7186679971777277,0.8846219493559481
S131,west bengal,west bengal,West Bengal,18.9,17.7,18.1,28.23312324021342,31.259480312351627,27.707116793049803,32.84072249589491,34.58935358119028,24.95628893273292
S01,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,83.2,69,71.2,67.1,NA,NA,NA,NA,NA
S02,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,26.2,27.2,27.1,31.7,NA,NA,NA,NA,NA
S03,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,989,998,997,958,NA,NA,NA,NA,NA
S04,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,912,990,979,926,NA,NA,NA,NA,NA
S05,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,89.7,87.4,87.7,62.9,NA,NA,NA,NA,NA
S06,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,41.3,33.4,34.5,NA,NA,NA,NA,NA,NA
S07,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,99.5,94,94.8,88.3,40.88377181217885,91.48047609104198,23.92673821745217,99.26732618388276,84.77689469162368
S08,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,98.1,92.9,93.7,86.2,56.4071307921841,87.63833785759032,45.940270648623425,94.51181213781025,83.53300411848657
S09,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,79.9,83.4,82.9,61.6,15.667422349419983,52.62058884944665,3.269882050683172,75.23250705136988,59.34389590356197
S10,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,90.2,46.3,53.2,45,10.524900210262766,38.38495575221239,0.9505703422053232,87.58543618289335,30.155479306860748
S11,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,99.4,99.2,99.2,99.3,NA,NA,NA,NA,NA
S12,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,33.6,28.5,29.3,58.3,4.712252377491124,13.340807174887892,1.7789072426937738,54.971609083139164,59.969645615255075
S13,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,8,5.5,5.9,NA,NA,NA,NA,NA,NA
S14,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,82.9,69,71.3,65.60774856201591,37.117104304043345,71.95121951219512,24.4141689373297,80.84611783928436,60.117682292859655
S15,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,91.4,84.5,85.7,81.92671654692185,68.5211746708161,90.48723897911832,58.93805309734515,90.79843473750543,78.70338449248902
S16,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,55.4,36.2,39.4,31,15.152791657041668,42.23385689354276,5.288985823336969,51.137665335418006,23.718051544593692
S17,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,64.1,45,48.2,44.7,31.386129526494333,60.32482598607889,18.761061946902657,62.35099822868227,35.08825044858281
S18,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,70,49.6,52.9,NA,NA,NA,NA,NA,NA
S19,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,86.9,68.5,71.6,NA,NA,NA,NA,NA,NA
S20,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,16.7,19.3,18.9,23.5,12.807674607538647,21.076233183856502,9.863013698630137,18.289749261316732,22.70661174664578
S21,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,17.7,21.5,20.8,22.6,NA,NA,NA,NA,NA
S22,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,1.4,1.9,1.8,2.1,NA,NA,NA,NA,NA
S23,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,3.2,6.6,6,10.5,NA,NA,NA,NA,NA
S24,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,27,40,38,56,NA,NA,NA,NA,NA
S25,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,12.5,6.9,7.7,11.8,NA,NA,NA,NA,NA
S26,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,16.7,12.3,12.9,22.9,NA,NA,NA,NA,NA
S27,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,22.2,18.3,18.8,32.9,NA,NA,NA,NA,NA
S28,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,57,59.5,59.1,31.7,NA,NA,NA,NA,NA
S29,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,44.8,47.6,47.2,26.6,NA,NA,NA,NA,NA
S30,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,15.7,18.7,18.2,11.2,NA,NA,NA,NA,NA
S31,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,0,0,0,0,NA,NA,NA,NA,NA
S32,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,6.3,6.2,6.2,3.4,NA,NA,NA,NA,NA
S33,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,13.3,15.9,15.5,10.2,NA,NA,NA,NA,NA
S34,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,7.5,4.2,4.7,1.4,NA,NA,NA,NA,NA
S35,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,0.7,1,1,0.2,NA,NA,NA,NA,NA
S36,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,13.4,12.3,12.5,21.5,NA,NA,NA,NA,NA
S37,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,7.7,6.9,7,12.7,NA,NA,NA,NA,NA
S38,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,21.1,19,19.4,12.3,NA,NA,NA,NA,NA
S39,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,71.9,73.9,73.7,51.2,NA,NA,NA,NA,NA
S40,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,57.2,52.4,53.1,36.9,NA,NA,NA,NA,NA
S41,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,47.8,34.6,36.5,26.7,NA,NA,NA,NA,NA
S42,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,82.1,76.1,76.9,63.9,NA,NA,NA,NA,NA
S43,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,29.4,22.9,23.8,8.3,NA,NA,NA,NA,NA
S44,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,13,7.9,8.6,2.3,NA,NA,NA,NA,NA
S45,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,97.7,95.2,95.6,89.2,NA,NA,NA,NA,NA
S46,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,67,54.6,56.4,28.8,NA,NA,NA,NA,NA
S47,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,10178,9649,9731,6473,NA,NA,NA,NA,NA
S48,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,7.8,1.9,2.3,0.6,NA,NA,NA,NA,NA
S49,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,66.6,54.8,56.5,NA,NA,NA,NA,NA,NA
S50,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,90.6,77.3,79.2,52.2,NA,NA,NA,NA,NA
S51,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,82.1,73.6,74.8,42.7,NA,NA,NA,NA,NA
S52,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,3.2,4.1,4,2.1,NA,NA,NA,NA,NA
S53,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,93,80.3,82.1,53.7,NA,NA,NA,NA,NA
S54,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,17.1,14.4,14.8,8.9,NA,NA,NA,NA,NA
S55,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,56.3,43.8,47.3,37.5,NA,NA,NA,NA,NA
S56,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,15,17.4,17,12.5,NA,NA,NA,NA,NA
S57,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,66.8,64.6,64.9,38.2,NA,NA,NA,NA,NA
S58,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,73.4,76.9,76.4,71.4,NA,NA,NA,NA,NA
S59,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,93.4,87.1,87.9,70.9,NA,NA,NA,NA,NA
S60,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,70.5,68.8,69,53.7,NA,NA,NA,NA,NA
S61,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,83.2,76.8,77.7,52.3,NA,NA,NA,NA,NA
S62,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,85.1,80.1,80.7,54.6,NA,NA,NA,NA,NA
S63,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,29.6,27.1,27.4,NA,NA,NA,NA,NA,NA
S64,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,28.8,32.4,32,NA,NA,NA,NA,NA,NA
S65,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,80.9,71.8,73,40.9,NA,NA,NA,NA,NA
S66,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,75.7,68.8,69.7,45.3,NA,NA,NA,NA,NA
S67,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,99.3,97.3,97.6,93.9,NA,NA,NA,NA,NA
S68,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,0.7,0.7,0.7,5.5,NA,NA,NA,NA,NA
S69,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,4.3,5.3,5.1,6.5,NA,NA,NA,NA,NA
S70,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,59.6,63.1,62.7,66.1,NA,NA,NA,NA,NA
S71,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,35.9,26.9,27.9,35.8,NA,NA,NA,NA,NA
S72,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,59.5,52.6,53.4,44.9,NA,NA,NA,NA,NA
S73,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,2.5,2,2.1,2.1,NA,NA,NA,NA,NA
S74,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,54,45.9,47.1,37.5,NA,NA,NA,NA,NA
S75,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,54,51.7,52,58.6,NA,NA,NA,NA,NA
S76,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,66.2,62.9,63.4,57,NA,NA,NA,NA,NA
S77,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,42.3,49.5,48.4,53.9,NA,NA,NA,NA,NA
S78,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,26.5,23.4,23.8,12.3,NA,NA,NA,NA,NA
S79,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,16.8,12.8,13.1,26.1,NA,NA,NA,NA,NA
S80,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,25.7,21.4,22,14,NA,NA,NA,NA,NA
S81,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,28.4,27.9,28,29.4,49.35422337550822,34.07960199004975,53.10907237512741,23.957824110697054,30.706069210840848
S82,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,10.1,13.6,13.1,17.3,32.057247511642004,24.378109452736318,33.944954128440365,11.399791398200735,18.875873583605586
S83,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,4.7,6.8,6.5,8,26.55915975157283,13.930348258706468,29.66360856269113,9.786659007743474,12.485605552409869
S84,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,13.1,15.8,15.4,19.4,56.0308141047871,38.059701492537314,60.44852191641181,13.802442769354336,20.955826520380526
S85,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,9.6,9.7,9.7,4.9,0.6217953547814751,1.4925373134328357,0.4077471967380224,4.4772723425979715,4.976981751227385
S86,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,5.6,5.7,5.7,8.5,42.95310238040725,29.58984375,47.98234552332913,8.692616419492815,8.441690688633278
S87,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,6.4,4.6,4.9,8.3,38.10011699281104,28.960396039603957,42.1455938697318,8.519408619062599,7.859787055216313
S88,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,28.9,22.9,23.9,18.8,5.318552104073563,15.4296875,1.5132408575031526,25.792657115662248,16.239201069236387
S89,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,32.4,26.6,27.6,20.6,5.0679107874329175,10.891089108910892,2.4904214559386975,26.465142409342008,19.190888830774398
S90,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,66.6,69.4,68.9,NA,NA,NA,NA,NA,NA
S91,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,47.9,45.7,46.1,NA,NA,NA,NA,NA,NA
S92,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,52.8,57.1,56.6,54.2,70.22735766661661,57.18309859154929,73.20471596998928,51.0467146604212,55.13229330574703
S93,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,37,41.6,40.8,43.5,NA,NA,NA,NA,NA
S94,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,23.4,28.6,27.9,37.8,NA,NA,NA,NA,NA
S95,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,36.5,41,40.3,43.2,NA,NA,NA,NA,NA
S96,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,43.5,49.6,48.5,48.2,NA,NA,NA,NA,NA
S97,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,21.4,21.5,21.4,18.7,NA,NA,NA,NA,NA
S98,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,21.9,25.6,24.9,22.9,NA,NA,NA,NA,NA
S99,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,4.7,4.6,4.6,3.5597892095541677,NA,NA,NA,3.342854561421797,3.6375946732868876
S100,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,3.7,3,3.1,1.8923122382384847,NA,NA,NA,2.149115080217422,1.8002077063895214
S101,arunachal pradesh,arunachal pradesh,Arunachal Pradesh,9.6,8.2,8.4,6.019919540188591,NA,NA,NA,6.269088616077867,5.930609252764003
