ID,v024_nfhs4,sdistri,nfhs4_statecode,nfhs4_state,nfhs4_district,nfhs4d_total
V89,3,256,AR,Arunachal Pradesh,Kurung Kumey,1.5
S10,3,256,AR,Arunachal Pradesh,Kurung Kumey,39.2
V90,3,256,AR,Arunachal Pradesh,Kurung Kumey,0.8
S111,3,256,AR,Arunachal Pradesh,Kurung Kumey,7.7
S112,3,256,AR,Arunachal Pradesh,Kurung Kumey,5.1
S113,3,256,AR,Arunachal Pradesh,Kurung Kumey,16.4
S01,3,259,AR,Arunachal Pradesh,Lohit,69.8
S11,3,259,AR,Arunachal Pradesh,Lohit,99.8
S12,3,259,AR,Arunachal Pradesh,Lohit,45.8
V12,3,259,AR,Arunachal Pradesh,Lohit,62.5
S15,3,259,AR,Arunachal Pradesh,Lohit,73
S16,3,259,AR,Arunachal Pradesh,Lohit,21.5
S20,3,259,AR,Arunachal Pradesh,Lohit,31.9
S21,3,259,AR,Arunachal Pradesh,Lohit,NA
S23,3,259,AR,Arunachal Pradesh,Lohit,14.5
S28,3,259,AR,Arunachal Pradesh,Lohit,66
S29,3,259,AR,Arunachal Pradesh,Lohit,51.8
S02,3,259,AR,Arunachal Pradesh,Lohit,33.5
S30,3,259,AR,Arunachal Pradesh,Lohit,23.4
S31,3,259,AR,Arunachal Pradesh,Lohit,0.3
S32,3,259,AR,Arunachal Pradesh,Lohit,5.4
S33,3,259,AR,Arunachal Pradesh,Lohit,20.7
S34,3,259,AR,Arunachal Pradesh,Lohit,1.5
S36,3,259,AR,Arunachal Pradesh,Lohit,10.6
S37,3,259,AR,Arunachal Pradesh,Lohit,4.3
S38,3,259,AR,Arunachal Pradesh,Lohit,20
S39,3,259,AR,Arunachal Pradesh,Lohit,55.5
S40,3,259,AR,Arunachal Pradesh,Lohit,62.9
S03,3,259,AR,Arunachal Pradesh,Lohit,973
S41,3,259,AR,Arunachal Pradesh,Lohit,49.2
S42,3,259,AR,Arunachal Pradesh,Lohit,81.9
S43,3,259,AR,Arunachal Pradesh,Lohit,14.1
V33,3,259,AR,Arunachal Pradesh,Lohit,7.6
S45,3,259,AR,Arunachal Pradesh,Lohit,98.4
S46,3,259,AR,Arunachal Pradesh,Lohit,39.4
V36,3,259,AR,Arunachal Pradesh,Lohit,35.3
S47,3,259,AR,Arunachal Pradesh,Lohit,4864
S48,3,259,AR,Arunachal Pradesh,Lohit,0.9
S49,3,259,AR,Arunachal Pradesh,Lohit,17.7
S04,3,259,AR,Arunachal Pradesh,Lohit,836
S50,3,259,AR,Arunachal Pradesh,Lohit,47
S51,3,259,AR,Arunachal Pradesh,Lohit,40.6
S52,3,259,AR,Arunachal Pradesh,Lohit,1.7
S53,3,259,AR,Arunachal Pradesh,Lohit,48.2
S54,3,259,AR,Arunachal Pradesh,Lohit,6.5
S55,3,259,AR,Arunachal Pradesh,Lohit,49.1
S56,3,259,AR,Arunachal Pradesh,Lohit,8.1
S57,3,259,AR,Arunachal Pradesh,Lohit,56.5
S59,3,259,AR,Arunachal Pradesh,Lohit,84.5
S60,3,259,AR,Arunachal Pradesh,Lohit,72.3
S05,3,259,AR,Arunachal Pradesh,Lohit,79.2
S61,3,259,AR,Arunachal Pradesh,Lohit,72.3
S62,3,259,AR,Arunachal Pradesh,Lohit,66
S65,3,259,AR,Arunachal Pradesh,Lohit,65.7
V53,3,259,AR,Arunachal Pradesh,Lohit,41.8
S67,3,259,AR,Arunachal Pradesh,Lohit,98.5
S68,3,259,AR,Arunachal Pradesh,Lohit,0
S69,3,259,AR,Arunachal Pradesh,Lohit,3.2
S70,3,259,AR,Arunachal Pradesh,Lohit,NA
S71,3,259,AR,Arunachal Pradesh,Lohit,NA
S72,3,259,AR,Arunachal Pradesh,Lohit,NA
V06,3,259,AR,Arunachal Pradesh,Lohit,78.4
S73,3,259,AR,Arunachal Pradesh,Lohit,1.1
S74,3,259,AR,Arunachal Pradesh,Lohit,45
S75,3,259,AR,Arunachal Pradesh,Lohit,80.2
S76,3,259,AR,Arunachal Pradesh,Lohit,65.5
S77,3,259,AR,Arunachal Pradesh,Lohit,NA
S78,3,259,AR,Arunachal Pradesh,Lohit,11.5
S79,3,259,AR,Arunachal Pradesh,Lohit,NA
S80,3,259,AR,Arunachal Pradesh,Lohit,10.8
S81,3,259,AR,Arunachal Pradesh,Lohit,27
S82,3,259,AR,Arunachal Pradesh,Lohit,21.4
V07,3,259,AR,Arunachal Pradesh,Lohit,92.6
S83,3,259,AR,Arunachal Pradesh,Lohit,9.1
S84,3,259,AR,Arunachal Pradesh,Lohit,23.9
S86,3,259,AR,Arunachal Pradesh,Lohit,17.3
S87,3,259,AR,Arunachal Pradesh,Lohit,16.6
S88,3,259,AR,Arunachal Pradesh,Lohit,15.8
S89,3,259,AR,Arunachal Pradesh,Lohit,17.8
S92,3,259,AR,Arunachal Pradesh,Lohit,56.8
S93,3,259,AR,Arunachal Pradesh,Lohit,54.8
S94,3,259,AR,Arunachal Pradesh,Lohit,59.7
S95,3,259,AR,Arunachal Pradesh,Lohit,55
V08,3,259,AR,Arunachal Pradesh,Lohit,60.5
S97,3,259,AR,Arunachal Pradesh,Lohit,33.7
V81,3,259,AR,Arunachal Pradesh,Lohit,4.3
V82,3,259,AR,Arunachal Pradesh,Lohit,1.8
V83,3,259,AR,Arunachal Pradesh,Lohit,5.7
V84,3,259,AR,Arunachal Pradesh,Lohit,4.1
V85,3,259,AR,Arunachal Pradesh,Lohit,7.4
V86,3,259,AR,Arunachal Pradesh,Lohit,2.5
V87,3,259,AR,Arunachal Pradesh,Lohit,0.6
V88,3,259,AR,Arunachal Pradesh,Lohit,13.9
V89,3,259,AR,Arunachal Pradesh,Lohit,3.8
S10,3,259,AR,Arunachal Pradesh,Lohit,23.9
V90,3,259,AR,Arunachal Pradesh,Lohit,1.4
S111,3,259,AR,Arunachal Pradesh,Lohit,2.3
S112,3,259,AR,Arunachal Pradesh,Lohit,0.3
S113,3,259,AR,Arunachal Pradesh,Lohit,3.8
S01,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,66.3
S11,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,99
S12,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,59.6
V12,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,64.6
S15,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,80.7
S16,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,27.8
S20,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,28.1
S21,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,NA
S23,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,6.9
S28,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,31
S29,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,28.2
S02,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,32
S30,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,9.7
S31,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,0
S32,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,6.6
S33,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,10.4
S34,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,0.6
S36,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,17.2
S37,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,10.3
S38,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,10.7
S39,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,49.3
S40,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,27.7
S03,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,955
S41,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,23.6
S42,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,64.7
S43,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,10.9
V33,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,2
S45,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,94.2
S46,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,24.1
V36,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,21.2
S47,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,5052
S48,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,0
S49,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,1.3
S04,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,801
S50,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,59
S51,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,53.7
S52,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,0.7
S53,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,59.1
S54,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,5.2
S55,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,NA
S56,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,4.4
S57,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,37.3
S59,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,74.4
S60,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,62.6
S05,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,67.6
S61,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,53
S62,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,57.2
S65,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,30.1
V53,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,47.4
S67,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,97.1
S68,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,2.9
S69,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,4.4
S70,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,NA
S71,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,NA
S72,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,NA
V06,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,72.5
S73,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,1.2
S74,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,NA
S75,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,45.7
S76,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,74.1
S77,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,NA
S78,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,12.5
S79,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,NA
S80,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,15
S81,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,22.3
S82,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,21.7
V07,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,95.9
S83,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,12.4
S84,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,15.4
S86,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,9.2
S87,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,4.6
S88,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,16.5
S89,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,17.7
S92,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,59.1
S93,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,39
S94,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,32.9
S95,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,38.7
V08,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,68.6
S97,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,16.7
V81,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,3.1
V82,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,1.6
V83,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,8.4
V84,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,2.8
V85,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,7.4
V86,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,1.6
V87,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,0.9
V88,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,15
V89,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,2.8
S10,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,41.7
V90,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,1.6
S111,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,9.8
S112,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,6.9
S113,3,258,AR,Arunachal Pradesh,Lower Dibang Valley,18.8
S01,3,255,AR,Arunachal Pradesh,Lower Subansiri,63
S11,3,255,AR,Arunachal Pradesh,Lower Subansiri,99.6
S12,3,255,AR,Arunachal Pradesh,Lower Subansiri,66
V12,3,255,AR,Arunachal Pradesh,Lower Subansiri,65.2
S15,3,255,AR,Arunachal Pradesh,Lower Subansiri,88.5
S16,3,255,AR,Arunachal Pradesh,Lower Subansiri,35.5
S20,3,255,AR,Arunachal Pradesh,Lower Subansiri,13.7
S21,3,255,AR,Arunachal Pradesh,Lower Subansiri,NA
S23,3,255,AR,Arunachal Pradesh,Lower Subansiri,8.9
S28,3,255,AR,Arunachal Pradesh,Lower Subansiri,10.6
S29,3,255,AR,Arunachal Pradesh,Lower Subansiri,10
S02,3,255,AR,Arunachal Pradesh,Lower Subansiri,28.1
S30,3,255,AR,Arunachal Pradesh,Lower Subansiri,4.8
S31,3,255,AR,Arunachal Pradesh,Lower Subansiri,0
S32,3,255,AR,Arunachal Pradesh,Lower Subansiri,1.5
S33,3,255,AR,Arunachal Pradesh,Lower Subansiri,3.1
S34,3,255,AR,Arunachal Pradesh,Lower Subansiri,0.6
S36,3,255,AR,Arunachal Pradesh,Lower Subansiri,22.8
S37,3,255,AR,Arunachal Pradesh,Lower Subansiri,12.3
S38,3,255,AR,Arunachal Pradesh,Lower Subansiri,8.6
S39,3,255,AR,Arunachal Pradesh,Lower Subansiri,NA
S40,3,255,AR,Arunachal Pradesh,Lower Subansiri,33.6
S03,3,255,AR,Arunachal Pradesh,Lower Subansiri,1010
S41,3,255,AR,Arunachal Pradesh,Lower Subansiri,22.7
S42,3,255,AR,Arunachal Pradesh,Lower Subansiri,44
S43,3,255,AR,Arunachal Pradesh,Lower Subansiri,9.6
V33,3,255,AR,Arunachal Pradesh,Lower Subansiri,3
S45,3,255,AR,Arunachal Pradesh,Lower Subansiri,86.1
S46,3,255,AR,Arunachal Pradesh,Lower Subansiri,17.6
V36,3,255,AR,Arunachal Pradesh,Lower Subansiri,5.9
S47,3,255,AR,Arunachal Pradesh,Lower Subansiri,6049
S48,3,255,AR,Arunachal Pradesh,Lower Subansiri,0
S49,3,255,AR,Arunachal Pradesh,Lower Subansiri,1.3
S04,3,255,AR,Arunachal Pradesh,Lower Subansiri,976
S50,3,255,AR,Arunachal Pradesh,Lower Subansiri,60.5
S51,3,255,AR,Arunachal Pradesh,Lower Subansiri,58.9
S52,3,255,AR,Arunachal Pradesh,Lower Subansiri,4.2
S53,3,255,AR,Arunachal Pradesh,Lower Subansiri,64.6
S54,3,255,AR,Arunachal Pradesh,Lower Subansiri,12
S55,3,255,AR,Arunachal Pradesh,Lower Subansiri,NA
S56,3,255,AR,Arunachal Pradesh,Lower Subansiri,19.5
S57,3,255,AR,Arunachal Pradesh,Lower Subansiri,40.1
S59,3,255,AR,Arunachal Pradesh,Lower Subansiri,68.8
S60,3,255,AR,Arunachal Pradesh,Lower Subansiri,59.9
S05,3,255,AR,Arunachal Pradesh,Lower Subansiri,55.2
S61,3,255,AR,Arunachal Pradesh,Lower Subansiri,56.1
S62,3,255,AR,Arunachal Pradesh,Lower Subansiri,53
S65,3,255,AR,Arunachal Pradesh,Lower Subansiri,37.1
V53,3,255,AR,Arunachal Pradesh,Lower Subansiri,43.8
S67,3,255,AR,Arunachal Pradesh,Lower Subansiri,100
S68,3,255,AR,Arunachal Pradesh,Lower Subansiri,0
S69,3,255,AR,Arunachal Pradesh,Lower Subansiri,4.9
S70,3,255,AR,Arunachal Pradesh,Lower Subansiri,NA
S71,3,255,AR,Arunachal Pradesh,Lower Subansiri,NA
S72,3,255,AR,Arunachal Pradesh,Lower Subansiri,NA
V06,3,255,AR,Arunachal Pradesh,Lower Subansiri,98.5
S73,3,255,AR,Arunachal Pradesh,Lower Subansiri,0
S74,3,255,AR,Arunachal Pradesh,Lower Subansiri,NA
S75,3,255,AR,Arunachal Pradesh,Lower Subansiri,55.7
S76,3,255,AR,Arunachal Pradesh,Lower Subansiri,NA
S77,3,255,AR,Arunachal Pradesh,Lower Subansiri,NA
S78,3,255,AR,Arunachal Pradesh,Lower Subansiri,20.3
S79,3,255,AR,Arunachal Pradesh,Lower Subansiri,NA
S80,3,255,AR,Arunachal Pradesh,Lower Subansiri,20.4
S81,3,255,AR,Arunachal Pradesh,Lower Subansiri,35.1
S82,3,255,AR,Arunachal Pradesh,Lower Subansiri,23.9
V07,3,255,AR,Arunachal Pradesh,Lower Subansiri,97.6
S83,3,255,AR,Arunachal Pradesh,Lower Subansiri,13.4
S84,3,255,AR,Arunachal Pradesh,Lower Subansiri,21.8
S86,3,255,AR,Arunachal Pradesh,Lower Subansiri,5.4
S87,3,255,AR,Arunachal Pradesh,Lower Subansiri,4.2
S88,3,255,AR,Arunachal Pradesh,Lower Subansiri,18.7
S89,3,255,AR,Arunachal Pradesh,Lower Subansiri,24.2
S92,3,255,AR,Arunachal Pradesh,Lower Subansiri,45.5
S93,3,255,AR,Arunachal Pradesh,Lower Subansiri,38.2
S94,3,255,AR,Arunachal Pradesh,Lower Subansiri,NA
S95,3,255,AR,Arunachal Pradesh,Lower Subansiri,38.2
V08,3,255,AR,Arunachal Pradesh,Lower Subansiri,73
S97,3,255,AR,Arunachal Pradesh,Lower Subansiri,22.2
V81,3,255,AR,Arunachal Pradesh,Lower Subansiri,4.5
V82,3,255,AR,Arunachal Pradesh,Lower Subansiri,2.3
V83,3,255,AR,Arunachal Pradesh,Lower Subansiri,5.1
V84,3,255,AR,Arunachal Pradesh,Lower Subansiri,1.9
V85,3,255,AR,Arunachal Pradesh,Lower Subansiri,14.4
V86,3,255,AR,Arunachal Pradesh,Lower Subansiri,3.1
V87,3,255,AR,Arunachal Pradesh,Lower Subansiri,0.8
V88,3,255,AR,Arunachal Pradesh,Lower Subansiri,19.8
V89,3,255,AR,Arunachal Pradesh,Lower Subansiri,9.1
S10,3,255,AR,Arunachal Pradesh,Lower Subansiri,64.5
V90,3,255,AR,Arunachal Pradesh,Lower Subansiri,1.9
S111,3,255,AR,Arunachal Pradesh,Lower Subansiri,10.1
S112,3,255,AR,Arunachal Pradesh,Lower Subansiri,7
S113,3,255,AR,Arunachal Pradesh,Lower Subansiri,27.4
S01,3,245,AR,Arunachal Pradesh,Tawang,41.4
S11,3,245,AR,Arunachal Pradesh,Tawang,99.5
S12,3,245,AR,Arunachal Pradesh,Tawang,44.2
V12,3,245,AR,Arunachal Pradesh,Tawang,40
S15,3,245,AR,Arunachal Pradesh,Tawang,57.4
S16,3,245,AR,Arunachal Pradesh,Tawang,18.4
S20,3,245,AR,Arunachal Pradesh,Tawang,7.1
S21,3,245,AR,Arunachal Pradesh,Tawang,NA
S23,3,245,AR,Arunachal Pradesh,Tawang,2.2
S28,3,245,AR,Arunachal Pradesh,Tawang,22.3
S29,3,245,AR,Arunachal Pradesh,Tawang,21.9
S02,3,245,AR,Arunachal Pradesh,Tawang,27.9
S30,3,245,AR,Arunachal Pradesh,Tawang,4.2
S31,3,245,AR,Arunachal Pradesh,Tawang,0
S32,3,245,AR,Arunachal Pradesh,Tawang,3.1
S33,3,245,AR,Arunachal Pradesh,Tawang,11.4
S34,3,245,AR,Arunachal Pradesh,Tawang,1.3
S36,3,245,AR,Arunachal Pradesh,Tawang,31.8
S37,3,245,AR,Arunachal Pradesh,Tawang,16.9
S38,3,245,AR,Arunachal Pradesh,Tawang,10.8
S39,3,245,AR,Arunachal Pradesh,Tawang,27.6
S40,3,245,AR,Arunachal Pradesh,Tawang,29.5
S03,3,245,AR,Arunachal Pradesh,Tawang,1060
S41,3,245,AR,Arunachal Pradesh,Tawang,14.1
S42,3,245,AR,Arunachal Pradesh,Tawang,39.4
S43,3,245,AR,Arunachal Pradesh,Tawang,8.6
V33,3,245,AR,Arunachal Pradesh,Tawang,2.6
S45,3,245,AR,Arunachal Pradesh,Tawang,73.8
S46,3,245,AR,Arunachal Pradesh,Tawang,9.6
V36,3,245,AR,Arunachal Pradesh,Tawang,2.3
S47,3,245,AR,Arunachal Pradesh,Tawang,6660
S48,3,245,AR,Arunachal Pradesh,Tawang,0
S49,3,245,AR,Arunachal Pradesh,Tawang,0.5
S04,3,245,AR,Arunachal Pradesh,Tawang,955
S50,3,245,AR,Arunachal Pradesh,Tawang,30.3
S51,3,245,AR,Arunachal Pradesh,Tawang,28.4
S52,3,245,AR,Arunachal Pradesh,Tawang,4.1
S53,3,245,AR,Arunachal Pradesh,Tawang,33.2
S54,3,245,AR,Arunachal Pradesh,Tawang,5.8
S55,3,245,AR,Arunachal Pradesh,Tawang,NA
S56,3,245,AR,Arunachal Pradesh,Tawang,15.6
S57,3,245,AR,Arunachal Pradesh,Tawang,27.8
S59,3,245,AR,Arunachal Pradesh,Tawang,65.3
S60,3,245,AR,Arunachal Pradesh,Tawang,47.4
S05,3,245,AR,Arunachal Pradesh,Tawang,29.9
S61,3,245,AR,Arunachal Pradesh,Tawang,38.8
S62,3,245,AR,Arunachal Pradesh,Tawang,46.8
S65,3,245,AR,Arunachal Pradesh,Tawang,30.4
V53,3,245,AR,Arunachal Pradesh,Tawang,32.4
S67,3,245,AR,Arunachal Pradesh,Tawang,96.4
S68,3,245,AR,Arunachal Pradesh,Tawang,0
S69,3,245,AR,Arunachal Pradesh,Tawang,5.7
S70,3,245,AR,Arunachal Pradesh,Tawang,NA
S71,3,245,AR,Arunachal Pradesh,Tawang,NA
S72,3,245,AR,Arunachal Pradesh,Tawang,NA
V06,3,245,AR,Arunachal Pradesh,Tawang,95.4
S73,3,245,AR,Arunachal Pradesh,Tawang,0.8
S74,3,245,AR,Arunachal Pradesh,Tawang,NA
S75,3,245,AR,Arunachal Pradesh,Tawang,48.7
S76,3,245,AR,Arunachal Pradesh,Tawang,NA
S77,3,245,AR,Arunachal Pradesh,Tawang,NA
S78,3,245,AR,Arunachal Pradesh,Tawang,20.2
S79,3,245,AR,Arunachal Pradesh,Tawang,NA
S80,3,245,AR,Arunachal Pradesh,Tawang,20.5
S81,3,245,AR,Arunachal Pradesh,Tawang,20.5
S82,3,245,AR,Arunachal Pradesh,Tawang,19.4
V07,3,245,AR,Arunachal Pradesh,Tawang,94.7
S83,3,245,AR,Arunachal Pradesh,Tawang,6.1
S84,3,245,AR,Arunachal Pradesh,Tawang,8.1
S86,3,245,AR,Arunachal Pradesh,Tawang,3.3
S87,3,245,AR,Arunachal Pradesh,Tawang,5
S88,3,245,AR,Arunachal Pradesh,Tawang,28.6
S89,3,245,AR,Arunachal Pradesh,Tawang,29.2
S92,3,245,AR,Arunachal Pradesh,Tawang,42.4
S93,3,245,AR,Arunachal Pradesh,Tawang,24.1
S94,3,245,AR,Arunachal Pradesh,Tawang,37.1
S95,3,245,AR,Arunachal Pradesh,Tawang,24.9
V08,3,245,AR,Arunachal Pradesh,Tawang,54.3
S97,3,245,AR,Arunachal Pradesh,Tawang,15.9
V81,3,245,AR,Arunachal Pradesh,Tawang,3.4
V82,3,245,AR,Arunachal Pradesh,Tawang,1
V83,3,245,AR,Arunachal Pradesh,Tawang,3.7
V84,3,245,AR,Arunachal Pradesh,Tawang,3
V85,3,245,AR,Arunachal Pradesh,Tawang,16.5
V86,3,245,AR,Arunachal Pradesh,Tawang,6.4
V87,3,245,AR,Arunachal Pradesh,Tawang,3.9
V88,3,245,AR,Arunachal Pradesh,Tawang,22.1
V89,3,245,AR,Arunachal Pradesh,Tawang,13.5
S10,3,245,AR,Arunachal Pradesh,Tawang,45.6
V90,3,245,AR,Arunachal Pradesh,Tawang,5
S111,3,245,AR,Arunachal Pradesh,Tawang,9.4
S112,3,245,AR,Arunachal Pradesh,Tawang,6
S113,3,245,AR,Arunachal Pradesh,Tawang,21.6
S01,3,254,AR,Arunachal Pradesh,Tirap,70.3
S11,3,254,AR,Arunachal Pradesh,Tirap,99.2
S12,3,254,AR,Arunachal Pradesh,Tirap,59.4
V12,3,254,AR,Arunachal Pradesh,Tirap,71.2
S15,3,254,AR,Arunachal Pradesh,Tirap,88.3
S16,3,254,AR,Arunachal Pradesh,Tirap,21.4
S20,3,254,AR,Arunachal Pradesh,Tirap,13.5
S21,3,254,AR,Arunachal Pradesh,Tirap,NA
S23,3,254,AR,Arunachal Pradesh,Tirap,4.4
S28,3,254,AR,Arunachal Pradesh,Tirap,57.8
S29,3,254,AR,Arunachal Pradesh,Tirap,44
S02,3,254,AR,Arunachal Pradesh,Tirap,31.8
S30,3,254,AR,Arunachal Pradesh,Tirap,18.9
S31,3,254,AR,Arunachal Pradesh,Tirap,0.1
S32,3,254,AR,Arunachal Pradesh,Tirap,2
S33,3,254,AR,Arunachal Pradesh,Tirap,20.5
S34,3,254,AR,Arunachal Pradesh,Tirap,2.1
S36,3,254,AR,Arunachal Pradesh,Tirap,10.6
S37,3,254,AR,Arunachal Pradesh,Tirap,5
S38,3,254,AR,Arunachal Pradesh,Tirap,21.6
S39,3,254,AR,Arunachal Pradesh,Tirap,54
S40,3,254,AR,Arunachal Pradesh,Tirap,37.9
S03,3,254,AR,Arunachal Pradesh,Tirap,885
S41,3,254,AR,Arunachal Pradesh,Tirap,29.8
S42,3,254,AR,Arunachal Pradesh,Tirap,65.9
S43,3,254,AR,Arunachal Pradesh,Tirap,9.3
V33,3,254,AR,Arunachal Pradesh,Tirap,5.2
S45,3,254,AR,Arunachal Pradesh,Tirap,94.1
S46,3,254,AR,Arunachal Pradesh,Tirap,35.3
V36,3,254,AR,Arunachal Pradesh,Tirap,67.9
S47,3,254,AR,Arunachal Pradesh,Tirap,2911
S48,3,254,AR,Arunachal Pradesh,Tirap,2
S49,3,254,AR,Arunachal Pradesh,Tirap,16.6
S04,3,254,AR,Arunachal Pradesh,Tirap,912
S50,3,254,AR,Arunachal Pradesh,Tirap,34.5
S51,3,254,AR,Arunachal Pradesh,Tirap,32.6
S52,3,254,AR,Arunachal Pradesh,Tirap,0.3
S53,3,254,AR,Arunachal Pradesh,Tirap,34.6
S54,3,254,AR,Arunachal Pradesh,Tirap,2.5
S55,3,254,AR,Arunachal Pradesh,Tirap,NA
S56,3,254,AR,Arunachal Pradesh,Tirap,3.9
S57,3,254,AR,Arunachal Pradesh,Tirap,45.3
S59,3,254,AR,Arunachal Pradesh,Tirap,63
S60,3,254,AR,Arunachal Pradesh,Tirap,60.3
S05,3,254,AR,Arunachal Pradesh,Tirap,63.7
S61,3,254,AR,Arunachal Pradesh,Tirap,63.4
S62,3,254,AR,Arunachal Pradesh,Tirap,63
S65,3,254,AR,Arunachal Pradesh,Tirap,53
V53,3,254,AR,Arunachal Pradesh,Tirap,21.8
S67,3,254,AR,Arunachal Pradesh,Tirap,100
S68,3,254,AR,Arunachal Pradesh,Tirap,0
S69,3,254,AR,Arunachal Pradesh,Tirap,3.6
S70,3,254,AR,Arunachal Pradesh,Tirap,NA
S71,3,254,AR,Arunachal Pradesh,Tirap,NA
S72,3,254,AR,Arunachal Pradesh,Tirap,NA
V06,3,254,AR,Arunachal Pradesh,Tirap,97.9
S73,3,254,AR,Arunachal Pradesh,Tirap,3.6
S74,3,254,AR,Arunachal Pradesh,Tirap,14.3
S75,3,254,AR,Arunachal Pradesh,Tirap,73.9
S76,3,254,AR,Arunachal Pradesh,Tirap,NA
