ID,v024_nfhs4,sdistri,nfhs4_statecode,nfhs4_state,nfhs4_district,nfhs4d_total
S34,33,195,UP,Uttar Pradesh,Ghazipur,4.6
S36,33,195,UP,Uttar Pradesh,Ghazipur,20.2
S37,33,195,UP,Uttar Pradesh,Ghazipur,7.6
S38,33,195,UP,Uttar Pradesh,Ghazipur,13.5
S39,33,195,UP,Uttar Pradesh,Ghazipur,26.5
S40,33,195,UP,Uttar Pradesh,Ghazipur,30
S03,33,195,UP,Uttar Pradesh,Ghazipur,1112
S41,33,195,UP,Uttar Pradesh,Ghazipur,19.2
S42,33,195,UP,Uttar Pradesh,Ghazipur,91.4
S43,33,195,UP,Uttar Pradesh,Ghazipur,9.6
V33,33,195,UP,Uttar Pradesh,Ghazipur,4.1
S45,33,195,UP,Uttar Pradesh,Ghazipur,75.5
S46,33,195,UP,Uttar Pradesh,Ghazipur,39.1
V36,33,195,UP,Uttar Pradesh,Ghazipur,61.9
S47,33,195,UP,Uttar Pradesh,Ghazipur,2090
S48,33,195,UP,Uttar Pradesh,Ghazipur,1.4
S49,33,195,UP,Uttar Pradesh,Ghazipur,6.7
S04,33,195,UP,Uttar Pradesh,Ghazipur,1052
S50,33,195,UP,Uttar Pradesh,Ghazipur,75.3
S51,33,195,UP,Uttar Pradesh,Ghazipur,59.8
S52,33,195,UP,Uttar Pradesh,Ghazipur,2.6
S53,33,195,UP,Uttar Pradesh,Ghazipur,77.7
S54,33,195,UP,Uttar Pradesh,Ghazipur,4.8
S55,33,195,UP,Uttar Pradesh,Ghazipur,21
S56,33,195,UP,Uttar Pradesh,Ghazipur,2.6
S57,33,195,UP,Uttar Pradesh,Ghazipur,40.2
S59,33,195,UP,Uttar Pradesh,Ghazipur,90.9
S60,33,195,UP,Uttar Pradesh,Ghazipur,60.7
S05,33,195,UP,Uttar Pradesh,Ghazipur,63.4
S61,33,195,UP,Uttar Pradesh,Ghazipur,60.8
S62,33,195,UP,Uttar Pradesh,Ghazipur,73.1
S65,33,195,UP,Uttar Pradesh,Ghazipur,44.8
V53,33,195,UP,Uttar Pradesh,Ghazipur,49
S67,33,195,UP,Uttar Pradesh,Ghazipur,95.8
S68,33,195,UP,Uttar Pradesh,Ghazipur,1.1
S69,33,195,UP,Uttar Pradesh,Ghazipur,7.8
S70,33,195,UP,Uttar Pradesh,Ghazipur,16.5
S71,33,195,UP,Uttar Pradesh,Ghazipur,10
S72,33,195,UP,Uttar Pradesh,Ghazipur,68.9
V06,33,195,UP,Uttar Pradesh,Ghazipur,67.9
S73,33,195,UP,Uttar Pradesh,Ghazipur,5.2
S74,33,195,UP,Uttar Pradesh,Ghazipur,69.9
S75,33,195,UP,Uttar Pradesh,Ghazipur,27.4
S76,33,195,UP,Uttar Pradesh,Ghazipur,25.3
S77,33,195,UP,Uttar Pradesh,Ghazipur,13
S78,33,195,UP,Uttar Pradesh,Ghazipur,3
S79,33,195,UP,Uttar Pradesh,Ghazipur,NA
S80,33,195,UP,Uttar Pradesh,Ghazipur,2.7
S81,33,195,UP,Uttar Pradesh,Ghazipur,41.4
S82,33,195,UP,Uttar Pradesh,Ghazipur,17.7
V07,33,195,UP,Uttar Pradesh,Ghazipur,99.1
S83,33,195,UP,Uttar Pradesh,Ghazipur,7.6
S84,33,195,UP,Uttar Pradesh,Ghazipur,31.7
S86,33,195,UP,Uttar Pradesh,Ghazipur,27.4
S87,33,195,UP,Uttar Pradesh,Ghazipur,24.5
S88,33,195,UP,Uttar Pradesh,Ghazipur,13.4
S89,33,195,UP,Uttar Pradesh,Ghazipur,19.4
S92,33,195,UP,Uttar Pradesh,Ghazipur,68.6
S93,33,195,UP,Uttar Pradesh,Ghazipur,62.3
S94,33,195,UP,Uttar Pradesh,Ghazipur,55.2
S95,33,195,UP,Uttar Pradesh,Ghazipur,61.9
V08,33,195,UP,Uttar Pradesh,Ghazipur,19.1
S97,33,195,UP,Uttar Pradesh,Ghazipur,33.6
V81,33,195,UP,Uttar Pradesh,Ghazipur,4.3
V82,33,195,UP,Uttar Pradesh,Ghazipur,2.1
V83,33,195,UP,Uttar Pradesh,Ghazipur,5.8
V84,33,195,UP,Uttar Pradesh,Ghazipur,3.3
V85,33,195,UP,Uttar Pradesh,Ghazipur,5.9
V86,33,195,UP,Uttar Pradesh,Ghazipur,1
V87,33,195,UP,Uttar Pradesh,Ghazipur,0.5
V88,33,195,UP,Uttar Pradesh,Ghazipur,9.7
V89,33,195,UP,Uttar Pradesh,Ghazipur,1.4
S10,33,195,UP,Uttar Pradesh,Ghazipur,17
V90,33,195,UP,Uttar Pradesh,Ghazipur,0.5
S111,33,195,UP,Uttar Pradesh,Ghazipur,15.8
S112,33,195,UP,Uttar Pradesh,Ghazipur,7.5
S113,33,195,UP,Uttar Pradesh,Ghazipur,6.5
S01,33,183,UP,Uttar Pradesh,Gonda,54.9
S11,33,183,UP,Uttar Pradesh,Gonda,90.4
S12,33,183,UP,Uttar Pradesh,Gonda,10.6
V12,33,183,UP,Uttar Pradesh,Gonda,46.1
S15,33,183,UP,Uttar Pradesh,Gonda,72.8
S16,33,183,UP,Uttar Pradesh,Gonda,20.6
S20,33,183,UP,Uttar Pradesh,Gonda,48.6
S21,33,183,UP,Uttar Pradesh,Gonda,61.2
S23,33,183,UP,Uttar Pradesh,Gonda,5.5
S28,33,183,UP,Uttar Pradesh,Gonda,13.8
S29,33,183,UP,Uttar Pradesh,Gonda,11.7
S02,33,183,UP,Uttar Pradesh,Gonda,38.3
S30,33,183,UP,Uttar Pradesh,Gonda,7.2
S31,33,183,UP,Uttar Pradesh,Gonda,0.1
S32,33,183,UP,Uttar Pradesh,Gonda,0.3
S33,33,183,UP,Uttar Pradesh,Gonda,0.9
S34,33,183,UP,Uttar Pradesh,Gonda,2.9
S36,33,183,UP,Uttar Pradesh,Gonda,32.6
S37,33,183,UP,Uttar Pradesh,Gonda,11
S38,33,183,UP,Uttar Pradesh,Gonda,8.3
S39,33,183,UP,Uttar Pradesh,Gonda,34.9
S40,33,183,UP,Uttar Pradesh,Gonda,20.7
S03,33,183,UP,Uttar Pradesh,Gonda,1057
S41,33,183,UP,Uttar Pradesh,Gonda,13.5
S42,33,183,UP,Uttar Pradesh,Gonda,73
S43,33,183,UP,Uttar Pradesh,Gonda,5.9
V33,33,183,UP,Uttar Pradesh,Gonda,2
S45,33,183,UP,Uttar Pradesh,Gonda,74.1
S46,33,183,UP,Uttar Pradesh,Gonda,34.6
V36,33,183,UP,Uttar Pradesh,Gonda,42
S47,33,183,UP,Uttar Pradesh,Gonda,2641
S48,33,183,UP,Uttar Pradesh,Gonda,0
S49,33,183,UP,Uttar Pradesh,Gonda,5.8
S04,33,183,UP,Uttar Pradesh,Gonda,1051
S50,33,183,UP,Uttar Pradesh,Gonda,55.8
S51,33,183,UP,Uttar Pradesh,Gonda,40.3
S52,33,183,UP,Uttar Pradesh,Gonda,4.5
S53,33,183,UP,Uttar Pradesh,Gonda,57.7
S54,33,183,UP,Uttar Pradesh,Gonda,5.8
S55,33,183,UP,Uttar Pradesh,Gonda,31.1
S56,33,183,UP,Uttar Pradesh,Gonda,2.6
S57,33,183,UP,Uttar Pradesh,Gonda,36.8
S59,33,183,UP,Uttar Pradesh,Gonda,74.6
S60,33,183,UP,Uttar Pradesh,Gonda,54.7
S05,33,183,UP,Uttar Pradesh,Gonda,43
S61,33,183,UP,Uttar Pradesh,Gonda,50.4
S62,33,183,UP,Uttar Pradesh,Gonda,53.9
S65,33,183,UP,Uttar Pradesh,Gonda,33.6
V53,33,183,UP,Uttar Pradesh,Gonda,40.5
S67,33,183,UP,Uttar Pradesh,Gonda,83.9
S68,33,183,UP,Uttar Pradesh,Gonda,11.4
S69,33,183,UP,Uttar Pradesh,Gonda,14
S70,33,183,UP,Uttar Pradesh,Gonda,29
S71,33,183,UP,Uttar Pradesh,Gonda,7.5
S72,33,183,UP,Uttar Pradesh,Gonda,64.3
V06,33,183,UP,Uttar Pradesh,Gonda,39.6
S73,33,183,UP,Uttar Pradesh,Gonda,8.3
S74,33,183,UP,Uttar Pradesh,Gonda,64.8
S75,33,183,UP,Uttar Pradesh,Gonda,13.3
S76,33,183,UP,Uttar Pradesh,Gonda,48
S77,33,183,UP,Uttar Pradesh,Gonda,25.9
S78,33,183,UP,Uttar Pradesh,Gonda,5.8
S79,33,183,UP,Uttar Pradesh,Gonda,NA
S80,33,183,UP,Uttar Pradesh,Gonda,6.3
S81,33,183,UP,Uttar Pradesh,Gonda,56.9
S82,33,183,UP,Uttar Pradesh,Gonda,9.8
V07,33,183,UP,Uttar Pradesh,Gonda,100
S83,33,183,UP,Uttar Pradesh,Gonda,3.5
S84,33,183,UP,Uttar Pradesh,Gonda,38.6
S86,33,183,UP,Uttar Pradesh,Gonda,29
S87,33,183,UP,Uttar Pradesh,Gonda,28.2
S88,33,183,UP,Uttar Pradesh,Gonda,12.7
S89,33,183,UP,Uttar Pradesh,Gonda,7.1
S92,33,183,UP,Uttar Pradesh,Gonda,72.6
S93,33,183,UP,Uttar Pradesh,Gonda,54.4
S94,33,183,UP,Uttar Pradesh,Gonda,54.3
S95,33,183,UP,Uttar Pradesh,Gonda,54.4
V08,33,183,UP,Uttar Pradesh,Gonda,11.1
S97,33,183,UP,Uttar Pradesh,Gonda,31.7
V81,33,183,UP,Uttar Pradesh,Gonda,9
V82,33,183,UP,Uttar Pradesh,Gonda,3
V83,33,183,UP,Uttar Pradesh,Gonda,10
V84,33,183,UP,Uttar Pradesh,Gonda,3.3
V85,33,183,UP,Uttar Pradesh,Gonda,11.9
V86,33,183,UP,Uttar Pradesh,Gonda,2.2
V87,33,183,UP,Uttar Pradesh,Gonda,0.7
V88,33,183,UP,Uttar Pradesh,Gonda,17.7
V89,33,183,UP,Uttar Pradesh,Gonda,3.3
S10,33,183,UP,Uttar Pradesh,Gonda,19.1
V90,33,183,UP,Uttar Pradesh,Gonda,0.7
S111,33,183,UP,Uttar Pradesh,Gonda,7.8
S112,33,183,UP,Uttar Pradesh,Gonda,2.9
S113,33,183,UP,Uttar Pradesh,Gonda,4.6
S01,33,188,UP,Uttar Pradesh,Gorakhpur,68.1
S11,33,188,UP,Uttar Pradesh,Gorakhpur,97.2
S12,33,188,UP,Uttar Pradesh,Gorakhpur,7.8
V12,33,188,UP,Uttar Pradesh,Gorakhpur,66.4
S15,33,188,UP,Uttar Pradesh,Gorakhpur,88.7
S16,33,188,UP,Uttar Pradesh,Gorakhpur,38.6
S20,33,188,UP,Uttar Pradesh,Gorakhpur,25
S21,33,188,UP,Uttar Pradesh,Gorakhpur,NA
S23,33,188,UP,Uttar Pradesh,Gorakhpur,2.1
S28,33,188,UP,Uttar Pradesh,Gorakhpur,45
S29,33,188,UP,Uttar Pradesh,Gorakhpur,36.1
S02,33,188,UP,Uttar Pradesh,Gorakhpur,32.9
S30,33,188,UP,Uttar Pradesh,Gorakhpur,27.3
S31,33,188,UP,Uttar Pradesh,Gorakhpur,0
S32,33,188,UP,Uttar Pradesh,Gorakhpur,0.8
S33,33,188,UP,Uttar Pradesh,Gorakhpur,0.6
S34,33,188,UP,Uttar Pradesh,Gorakhpur,6.7
S36,33,188,UP,Uttar Pradesh,Gorakhpur,23.3
S37,33,188,UP,Uttar Pradesh,Gorakhpur,8.5
S38,33,188,UP,Uttar Pradesh,Gorakhpur,10.8
S39,33,188,UP,Uttar Pradesh,Gorakhpur,47.8
S40,33,188,UP,Uttar Pradesh,Gorakhpur,48.3
S03,33,188,UP,Uttar Pradesh,Gorakhpur,1098
S41,33,188,UP,Uttar Pradesh,Gorakhpur,35.2
S42,33,188,UP,Uttar Pradesh,Gorakhpur,94.4
S43,33,188,UP,Uttar Pradesh,Gorakhpur,17.7
V33,33,188,UP,Uttar Pradesh,Gorakhpur,9.1
S45,33,188,UP,Uttar Pradesh,Gorakhpur,78.5
S46,33,188,UP,Uttar Pradesh,Gorakhpur,64.7
V36,33,188,UP,Uttar Pradesh,Gorakhpur,48.5
S47,33,188,UP,Uttar Pradesh,Gorakhpur,2301
S48,33,188,UP,Uttar Pradesh,Gorakhpur,0
S49,33,188,UP,Uttar Pradesh,Gorakhpur,17.7
S04,33,188,UP,Uttar Pradesh,Gorakhpur,951
S50,33,188,UP,Uttar Pradesh,Gorakhpur,76.7
S51,33,188,UP,Uttar Pradesh,Gorakhpur,52.5
S52,33,188,UP,Uttar Pradesh,Gorakhpur,1.3
S53,33,188,UP,Uttar Pradesh,Gorakhpur,76
S54,33,188,UP,Uttar Pradesh,Gorakhpur,17.5
S55,33,188,UP,Uttar Pradesh,Gorakhpur,56.2
S56,33,188,UP,Uttar Pradesh,Gorakhpur,7.5
S57,33,188,UP,Uttar Pradesh,Gorakhpur,65.4
S59,33,188,UP,Uttar Pradesh,Gorakhpur,96.8
S60,33,188,UP,Uttar Pradesh,Gorakhpur,85.4
S05,33,188,UP,Uttar Pradesh,Gorakhpur,85.6
S61,33,188,UP,Uttar Pradesh,Gorakhpur,80.8
S62,33,188,UP,Uttar Pradesh,Gorakhpur,86.1
S65,33,188,UP,Uttar Pradesh,Gorakhpur,66.1
V53,33,188,UP,Uttar Pradesh,Gorakhpur,58.3
S67,33,188,UP,Uttar Pradesh,Gorakhpur,73.7
S68,33,188,UP,Uttar Pradesh,Gorakhpur,6.9
S69,33,188,UP,Uttar Pradesh,Gorakhpur,25.8
S70,33,188,UP,Uttar Pradesh,Gorakhpur,34.8
S71,33,188,UP,Uttar Pradesh,Gorakhpur,17.2
S72,33,188,UP,Uttar Pradesh,Gorakhpur,57.9
V06,33,188,UP,Uttar Pradesh,Gorakhpur,74.8
S73,33,188,UP,Uttar Pradesh,Gorakhpur,6.1
S74,33,188,UP,Uttar Pradesh,Gorakhpur,70.3
S75,33,188,UP,Uttar Pradesh,Gorakhpur,37.9
S76,33,188,UP,Uttar Pradesh,Gorakhpur,56.6
S77,33,188,UP,Uttar Pradesh,Gorakhpur,NA
S78,33,188,UP,Uttar Pradesh,Gorakhpur,3.3
S79,33,188,UP,Uttar Pradesh,Gorakhpur,NA
S80,33,188,UP,Uttar Pradesh,Gorakhpur,3.8
S81,33,188,UP,Uttar Pradesh,Gorakhpur,42.1
S82,33,188,UP,Uttar Pradesh,Gorakhpur,19.9
V07,33,188,UP,Uttar Pradesh,Gorakhpur,99.2
S83,33,188,UP,Uttar Pradesh,Gorakhpur,5.2
S84,33,188,UP,Uttar Pradesh,Gorakhpur,35.2
S86,33,188,UP,Uttar Pradesh,Gorakhpur,22.2
S87,33,188,UP,Uttar Pradesh,Gorakhpur,25.1
S88,33,188,UP,Uttar Pradesh,Gorakhpur,20
S89,33,188,UP,Uttar Pradesh,Gorakhpur,17.8
S92,33,188,UP,Uttar Pradesh,Gorakhpur,59.9
S93,33,188,UP,Uttar Pradesh,Gorakhpur,52
S94,33,188,UP,Uttar Pradesh,Gorakhpur,45.6
S95,33,188,UP,Uttar Pradesh,Gorakhpur,51.7
V08,33,188,UP,Uttar Pradesh,Gorakhpur,34.3
S97,33,188,UP,Uttar Pradesh,Gorakhpur,21.8
V81,33,188,UP,Uttar Pradesh,Gorakhpur,7.1
V82,33,188,UP,Uttar Pradesh,Gorakhpur,2.7
V83,33,188,UP,Uttar Pradesh,Gorakhpur,9.2
V84,33,188,UP,Uttar Pradesh,Gorakhpur,5.5
V85,33,188,UP,Uttar Pradesh,Gorakhpur,7.8
V86,33,188,UP,Uttar Pradesh,Gorakhpur,1
V87,33,188,UP,Uttar Pradesh,Gorakhpur,1.1
V88,33,188,UP,Uttar Pradesh,Gorakhpur,11.8
V89,33,188,UP,Uttar Pradesh,Gorakhpur,2.2
S10,33,188,UP,Uttar Pradesh,Gorakhpur,39.7
V90,33,188,UP,Uttar Pradesh,Gorakhpur,2.1
S111,33,188,UP,Uttar Pradesh,Gorakhpur,14.9
S112,33,188,UP,Uttar Pradesh,Gorakhpur,7.7
S113,33,188,UP,Uttar Pradesh,Gorakhpur,12.3
S01,33,168,UP,Uttar Pradesh,Hamirpur,61.7
S11,33,168,UP,Uttar Pradesh,Hamirpur,89.7
S12,33,168,UP,Uttar Pradesh,Hamirpur,3.4
V12,33,168,UP,Uttar Pradesh,Hamirpur,65.6
S15,33,168,UP,Uttar Pradesh,Hamirpur,88.7
S16,33,168,UP,Uttar Pradesh,Hamirpur,30.5
S20,33,168,UP,Uttar Pradesh,Hamirpur,17.3
S21,33,168,UP,Uttar Pradesh,Hamirpur,NA
S23,33,168,UP,Uttar Pradesh,Hamirpur,4.5
S28,33,168,UP,Uttar Pradesh,Hamirpur,43
S29,33,168,UP,Uttar Pradesh,Hamirpur,38.7
S02,33,168,UP,Uttar Pradesh,Hamirpur,28.9
S30,33,168,UP,Uttar Pradesh,Hamirpur,27.8
S31,33,168,UP,Uttar Pradesh,Hamirpur,0
S32,33,168,UP,Uttar Pradesh,Hamirpur,0.6
S33,33,168,UP,Uttar Pradesh,Hamirpur,1.6
S34,33,168,UP,Uttar Pradesh,Hamirpur,8.6
S36,33,168,UP,Uttar Pradesh,Hamirpur,17.7
S37,33,168,UP,Uttar Pradesh,Hamirpur,6.1
S38,33,168,UP,Uttar Pradesh,Hamirpur,20.4
S39,33,168,UP,Uttar Pradesh,Hamirpur,34.7
S40,33,168,UP,Uttar Pradesh,Hamirpur,44.9
S03,33,168,UP,Uttar Pradesh,Hamirpur,945
S41,33,168,UP,Uttar Pradesh,Hamirpur,18.1
S42,33,168,UP,Uttar Pradesh,Hamirpur,88.1
S43,33,168,UP,Uttar Pradesh,Hamirpur,14
V33,33,168,UP,Uttar Pradesh,Hamirpur,2.1
S45,33,168,UP,Uttar Pradesh,Hamirpur,88.7
S46,33,168,UP,Uttar Pradesh,Hamirpur,36.4
V36,33,168,UP,Uttar Pradesh,Hamirpur,73
S47,33,168,UP,Uttar Pradesh,Hamirpur,3568
S48,33,168,UP,Uttar Pradesh,Hamirpur,0
S49,33,168,UP,Uttar Pradesh,Hamirpur,2.4
S04,33,168,UP,Uttar Pradesh,Hamirpur,930
S50,33,168,UP,Uttar Pradesh,Hamirpur,83
S51,33,168,UP,Uttar Pradesh,Hamirpur,76.3
S52,33,168,UP,Uttar Pradesh,Hamirpur,5.2
S53,33,168,UP,Uttar Pradesh,Hamirpur,86.6
S54,33,168,UP,Uttar Pradesh,Hamirpur,7.7
S55,33,168,UP,Uttar Pradesh,Hamirpur,NA
S56,33,168,UP,Uttar Pradesh,Hamirpur,6.3
S57,33,168,UP,Uttar Pradesh,Hamirpur,52.5
S59,33,168,UP,Uttar Pradesh,Hamirpur,82.6
S60,33,168,UP,Uttar Pradesh,Hamirpur,56.9
S05,33,168,UP,Uttar Pradesh,Hamirpur,70.9
S61,33,168,UP,Uttar Pradesh,Hamirpur,72.2
S62,33,168,UP,Uttar Pradesh,Hamirpur,73.9
S65,33,168,UP,Uttar Pradesh,Hamirpur,44.5
V53,33,168,UP,Uttar Pradesh,Hamirpur,60.9
S67,33,168,UP,Uttar Pradesh,Hamirpur,100
S68,33,168,UP,Uttar Pradesh,Hamirpur,0
S69,33,168,UP,Uttar Pradesh,Hamirpur,4.2
S70,33,168,UP,Uttar Pradesh,Hamirpur,NA
S71,33,168,UP,Uttar Pradesh,Hamirpur,NA
S72,33,168,UP,Uttar Pradesh,Hamirpur,NA
V06,33,168,UP,Uttar Pradesh,Hamirpur,73.1
S73,33,168,UP,Uttar Pradesh,Hamirpur,0.3
S74,33,168,UP,Uttar Pradesh,Hamirpur,NA
S75,33,168,UP,Uttar Pradesh,Hamirpur,33.3
S76,33,168,UP,Uttar Pradesh,Hamirpur,NA
S77,33,168,UP,Uttar Pradesh,Hamirpur,NA
S78,33,168,UP,Uttar Pradesh,Hamirpur,2.8
S79,33,168,UP,Uttar Pradesh,Hamirpur,NA
S80,33,168,UP,Uttar Pradesh,Hamirpur,2.3
S81,33,168,UP,Uttar Pradesh,Hamirpur,38.5
S82,33,168,UP,Uttar Pradesh,Hamirpur,32.3
V07,33,168,UP,Uttar Pradesh,Hamirpur,99.1
S83,33,168,UP,Uttar Pradesh,Hamirpur,14.6
S84,33,168,UP,Uttar Pradesh,Hamirpur,39.8
S86,33,168,UP,Uttar Pradesh,Hamirpur,28.3
S87,33,168,UP,Uttar Pradesh,Hamirpur,24.7
S88,33,168,UP,Uttar Pradesh,Hamirpur,6.7
S89,33,168,UP,Uttar Pradesh,Hamirpur,6.1
S92,33,168,UP,Uttar Pradesh,Hamirpur,55.5
S93,33,168,UP,Uttar Pradesh,Hamirpur,51.8
S94,33,168,UP,Uttar Pradesh,Hamirpur,50.9
S95,33,168,UP,Uttar Pradesh,Hamirpur,51.8
V08,33,168,UP,Uttar Pradesh,Hamirpur,45.1
S97,33,168,UP,Uttar Pradesh,Hamirpur,30.2
V81,33,168,UP,Uttar Pradesh,Hamirpur,2.2
V82,33,168,UP,Uttar Pradesh,Hamirpur,0.7
V83,33,168,UP,Uttar Pradesh,Hamirpur,5.2
V84,33,168,UP,Uttar Pradesh,Hamirpur,3.6
V85,33,168,UP,Uttar Pradesh,Hamirpur,3.4
V86,33,168,UP,Uttar Pradesh,Hamirpur,0.1
V87,33,168,UP,Uttar Pradesh,Hamirpur,0.6
V88,33,168,UP,Uttar Pradesh,Hamirpur,4.5
V89,33,168,UP,Uttar Pradesh,Hamirpur,2.2
S10,33,168,UP,Uttar Pradesh,Hamirpur,19.7
V90,33,168,UP,Uttar Pradesh,Hamirpur,0.5
S111,33,168,UP,Uttar Pradesh,Hamirpur,7.6
S112,33,168,UP,Uttar Pradesh,Hamirpur,2.6
S113,33,168,UP,Uttar Pradesh,Hamirpur,4.2
S01,33,155,UP,Uttar Pradesh,Hardoi,60.8
S11,33,155,UP,Uttar Pradesh,Hardoi,85.4
S12,33,155,UP,Uttar Pradesh,Hardoi,8.1
V12,33,155,UP,Uttar Pradesh,Hardoi,54.2
S15,33,155,UP,Uttar Pradesh,Hardoi,73.3
S16,33,155,UP,Uttar Pradesh,Hardoi,24.5
S20,33,155,UP,Uttar Pradesh,Hardoi,22.3
S21,33,155,UP,Uttar Pradesh,Hardoi,NA
S23,33,155,UP,Uttar Pradesh,Hardoi,3.2
S28,33,155,UP,Uttar Pradesh,Hardoi,26.4
S29,33,155,UP,Uttar Pradesh,Hardoi,19.7
S02,33,155,UP,Uttar Pradesh,Hardoi,36.4
S30,33,155,UP,Uttar Pradesh,Hardoi,8.6
S31,33,155,UP,Uttar Pradesh,Hardoi,0
S32,33,155,UP,Uttar Pradesh,Hardoi,1.3
S33,33,155,UP,Uttar Pradesh,Hardoi,1.7
S34,33,155,UP,Uttar Pradesh,Hardoi,8
S36,33,155,UP,Uttar Pradesh,Hardoi,25.6
S37,33,155,UP,Uttar Pradesh,Hardoi,6.8
S38,33,155,UP,Uttar Pradesh,Hardoi,23.9
S39,33,155,UP,Uttar Pradesh,Hardoi,31.6
S40,33,155,UP,Uttar Pradesh,Hardoi,21.8
S03,33,155,UP,Uttar Pradesh,Hardoi,945
S41,33,155,UP,Uttar Pradesh,Hardoi,10.3
S42,33,155,UP,Uttar Pradesh,Hardoi,79.6
S43,33,155,UP,Uttar Pradesh,Hardoi,13.1
V33,33,155,UP,Uttar Pradesh,Hardoi,0.9
S45,33,155,UP,Uttar Pradesh,Hardoi,75.3
S46,33,155,UP,Uttar Pradesh,Hardoi,33
V36,33,155,UP,Uttar Pradesh,Hardoi,61.5
S47,33,155,UP,Uttar Pradesh,Hardoi,1488
S48,33,155,UP,Uttar Pradesh,Hardoi,1.6
S49,33,155,UP,Uttar Pradesh,Hardoi,4.9
S04,33,155,UP,Uttar Pradesh,Hardoi,803
S50,33,155,UP,Uttar Pradesh,Hardoi,65.4
S51,33,155,UP,Uttar Pradesh,Hardoi,54.8
S52,33,155,UP,Uttar Pradesh,Hardoi,4.6
S53,33,155,UP,Uttar Pradesh,Hardoi,67.6
S54,33,155,UP,Uttar Pradesh,Hardoi,8.7
S55,33,155,UP,Uttar Pradesh,Hardoi,39.4
S56,33,155,UP,Uttar Pradesh,Hardoi,8.3
S57,33,155,UP,Uttar Pradesh,Hardoi,39.1
S59,33,155,UP,Uttar Pradesh,Hardoi,80.6
S60,33,155,UP,Uttar Pradesh,Hardoi,60.6
S05,33,155,UP,Uttar Pradesh,Hardoi,55.3
S61,33,155,UP,Uttar Pradesh,Hardoi,56.8
S62,33,155,UP,Uttar Pradesh,Hardoi,61.4
S65,33,155,UP,Uttar Pradesh,Hardoi,44.4
V53,33,155,UP,Uttar Pradesh,Hardoi,59.9
S67,33,155,UP,Uttar Pradesh,Hardoi,94.4
S68,33,155,UP,Uttar Pradesh,Hardoi,2.6
S69,33,155,UP,Uttar Pradesh,Hardoi,11.6
S70,33,155,UP,Uttar Pradesh,Hardoi,40
S71,33,155,UP,Uttar Pradesh,Hardoi,19.1
S72,33,155,UP,Uttar Pradesh,Hardoi,58.4
V06,33,155,UP,Uttar Pradesh,Hardoi,42.2
S73,33,155,UP,Uttar Pradesh,Hardoi,5
S74,33,155,UP,Uttar Pradesh,Hardoi,56.5
S75,33,155,UP,Uttar Pradesh,Hardoi,25.8
S76,33,155,UP,Uttar Pradesh,Hardoi,51.3
S77,33,155,UP,Uttar Pradesh,Hardoi,NA
S78,33,155,UP,Uttar Pradesh,Hardoi,0
S79,33,155,UP,Uttar Pradesh,Hardoi,NA
S80,33,155,UP,Uttar Pradesh,Hardoi,0.9
S81,33,155,UP,Uttar Pradesh,Hardoi,50.5
S82,33,155,UP,Uttar Pradesh,Hardoi,14.7
V07,33,155,UP,Uttar Pradesh,Hardoi,99.6
S83,33,155,UP,Uttar Pradesh,Hardoi,5
S84,33,155,UP,Uttar Pradesh,Hardoi,39.9
S86,33,155,UP,Uttar Pradesh,Hardoi,30.6
S87,33,155,UP,Uttar Pradesh,Hardoi,33.2
S88,33,155,UP,Uttar Pradesh,Hardoi,12.2
S89,33,155,UP,Uttar Pradesh,Hardoi,4.1
S92,33,155,UP,Uttar Pradesh,Hardoi,44.6
S93,33,155,UP,Uttar Pradesh,Hardoi,33.8
S94,33,155,UP,Uttar Pradesh,Hardoi,34
S95,33,155,UP,Uttar Pradesh,Hardoi,33.8
V08,33,155,UP,Uttar Pradesh,Hardoi,28.3
S97,33,155,UP,Uttar Pradesh,Hardoi,18.5
V81,33,155,UP,Uttar Pradesh,Hardoi,4.3
V82,33,155,UP,Uttar Pradesh,Hardoi,1.8
V83,33,155,UP,Uttar Pradesh,Hardoi,6.9
V84,33,155,UP,Uttar Pradesh,Hardoi,2.9
V85,33,155,UP,Uttar Pradesh,Hardoi,6
V86,33,155,UP,Uttar Pradesh,Hardoi,1.3
V87,33,155,UP,Uttar Pradesh,Hardoi,0.3
V88,33,155,UP,Uttar Pradesh,Hardoi,5.2
V89,33,155,UP,Uttar Pradesh,Hardoi,1.3
S10,33,155,UP,Uttar Pradesh,Hardoi,23.2
V90,33,155,UP,Uttar Pradesh,Hardoi,0
S111,33,155,UP,Uttar Pradesh,Hardoi,7
S112,33,155,UP,Uttar Pradesh,Hardoi,4.6
S113,33,155,UP,Uttar Pradesh,Hardoi,6.4
S01,33,165,UP,Uttar Pradesh,Jalaun,66.3
S11,33,165,UP,Uttar Pradesh,Jalaun,84.6
S12,33,165,UP,Uttar Pradesh,Jalaun,4.1
V12,33,165,UP,Uttar Pradesh,Jalaun,70.3
S15,33,165,UP,Uttar Pradesh,Jalaun,87.5
S16,33,165,UP,Uttar Pradesh,Jalaun,41.5
S20,33,165,UP,Uttar Pradesh,Jalaun,22.1
S21,33,165,UP,Uttar Pradesh,Jalaun,NA
S23,33,165,UP,Uttar Pradesh,Jalaun,3.5
S28,33,165,UP,Uttar Pradesh,Jalaun,47.4
S29,33,165,UP,Uttar Pradesh,Jalaun,41.6
